cadre,name,year,duration_weeks,idno,training_name
Madhya Pradesh,Shri Anil Kumar Jain,1993,3,01MP038600,JUNIOR LEVEL TRAINING                                                                               
Madhya Pradesh,Shri Anil Kumar Jain,1994,3,01MP038600,"ATI,MYSORE HORIZONTAL                                                                               "
Madhya Pradesh,Shri Anil Kumar Jain,1997,1,01MP038600,"ASCI,HYD FINCL CONTROL                                                                              "
Madhya Pradesh,Shri Anil Kumar Jain,2001,2,01MP038600,MIDDLE LEVEL TRG                                                                                    
Madhya Pradesh,Shri Pramod Kumar Das,1993,3,01MP038800,DEVELOPMENT PROG                                                                                    
Madhya Pradesh,Shri Pramod Kumar Das,1999,2,01MP038800,IN SERVICE TRG                                                                                      
Madhya Pradesh,Shri Rajesh Kumar Chaturvedi,1999,1,01MP039400,Programme on Managing IT for IAS Officers                                                           
Madhya Pradesh,Shri Rajesh Kumar Chaturvedi,2000,2,01MP039400,Managing the Indian Economy in the Globalized Era  Inputs for Administrative Effectiveness          
Madhya Pradesh,Shri Rajesh Kumar Chaturvedi,2002,1,01MP039400,Advances Course on WTO                                                                              
Madhya Pradesh,Shri Rajesh Kumar Chaturvedi,2004,1,01MP039400,Quantitative Methods & Operational Research for Public Policy for IAS Officers                      
Madhya Pradesh,Shri Rajesh Kumar Chaturvedi,2009,1,01MP039400,Program on Infrasture Development and Financing                                                     
Madhya Pradesh,Shri Rajesh Kumar Chaturvedi,2011,1,01MP039400,Handling the Vigilance Issues in Govt. PSUs/Organization                                            
Madhya Pradesh,Shri Pravir Krishna,2003,2,01MP039900,ECONOMIC POLICY                                                                                     
Madhya Pradesh,Ms. Shikha Dubey,1996,3,01MP040000,ASSAN ADMN COLL GUWAHT                                                                              
Madhya Pradesh,Shri I. C. P. Keshari,1992,2,01MP040600,CIVIL DEFENCE                                                                                       
Madhya Pradesh,Shri I. C. P. Keshari,1996,1,01MP040600,PUBLIC ADMN                                                                                         
Madhya Pradesh,Shri I. C. P. Keshari,1998,2,01MP040600,JUNIOR LEVEL TRG                                                                                    
Madhya Pradesh,Shri I. C. P. Keshari,2001,2,01MP040600,MIDDLE LEVEL TRG                                                                                    
Madhya Pradesh,Shri I. C. P. Keshari,2002,1,01MP040600,ITA&E-GOVERANCE                                                                                     
Madhya Pradesh,Shri I. C. P. Keshari,2004,2,01MP040600,Transforming the Indian Eco.                                                                        
Madhya Pradesh,Shri I. C. P. Keshari,2005,1,01MP040600,Ethical Issues in Todays Admn.                                                                      
Madhya Pradesh,Shri I. C. P. Keshari,2007,1,01MP040600,Nego.Strategies & Pub. Private Partnership                                                          
Madhya Pradesh,Shri I. C. P. Keshari,2008,1,01MP040600,Building Cap.on Com.&Eco.Diplo.                                                                     
Madhya Pradesh,Shri Mohd Suleman,1996,3,01MP041400,JUNIOR LEVEL TRG                                                                                    
Madhya Pradesh,Shri Mohd Suleman,2004,2,01MP041400,MIDDLE LEVEL TRG                                                                                    
Madhya Pradesh,Shri Anurag Jain,1995,1,01MP041500,IRMA ANAND                                                                                          
Madhya Pradesh,Shri Anurag Jain,1996,3,01MP041500,ATI NAINITAL                                                                                        
Madhya Pradesh,Shri T Dharma Rao,1996,3,01MP041700,IAS TRG ADMN NAINITAL                                                                               
Madhya Pradesh,Shri Malay Shrivastava,1995,1,01MP042200,Two days Nl. W.S. of Pro.Officers                                                                   
Madhya Pradesh,Shri Malay Shrivastava,1996,1,01MP042200,YASDA EMPLOY ASSUR SCH                                                                              
Madhya Pradesh,Shri Malay Shrivastava,1997,1,01MP042200,Conference of Project Officers                                                                      
Madhya Pradesh,Shri Malay Shrivastava,2002,1,01MP042200,Mgmt. and Admn.of Election                                                                          
Madhya Pradesh,Shri Pankaj Rag,1996,3,01MP042300,"UP Academy od Admn,                                                                                 "
Madhya Pradesh,Shri Pankaj Rag,1996,2,01MP042300,Decentralized Planning                                                                              
