ID,Name,Service,Cadre,Allotment_Year,Date_of_Birth,Date_of_Joining,Source_of_Recruitment,Gender,Place_of_Domicile,Mother_Tongue,Languages_Known,Retired,Retirement_Reason,Source
AP013700,Shri Vk Srinivasan,Indian Administrative Services,Andhra Pradesh ,1963,30-03-1940,01-07-1963,Direct Recruitment,Male,Andhra Pradesh,Tamil,English French Hindi Telugu,FALSE,Superannuated,Supremo
AP013800,Shri R Parthasarathi,Indian Administrative Services,Andhra Pradesh ,1963,24-10-1938,01-07-1963,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi Telugu,FALSE,Superannuated,Supremo
AP013900,Shri S Venkatramaiah,Indian Administrative Services,Andhra Pradesh ,1963,01-07-1939,01-07-1963,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Hindi Sanskrit Urdu,FALSE,Retired compulsorily,Supremo
AP014000,Shri S Kasipandian,Indian Administrative Services,Andhra Pradesh ,1963,09-09-1936,01-07-1963,Direct Recruitment,Male,Tamil Nadu,Tamil,English Telugu,FALSE,Retired voluntarily,Supremo
AP014001,Shri Gk Reddy,Indian Administrative Services,Andhra Pradesh ,1963,17-11-1934,01-07-1963,By Promotion from State Civil Service,Male,Andhra Pradesh,Telugu,English French,FALSE,Superannuated,Supremo
BH016200,Shri P C Singh,Indian Administrative Services,Bihar ,1963,01-01-1939,01-07-1963,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Sanskrit,FALSE,Superannuated,Supremo
BH016300,Shri Sp Jakhanwal,Indian Administrative Services,Bihar ,1963,23-11-1939,01-07-1963,Direct Recruitment,Male,Bihar,Hindi,English German,FALSE,Superannuated,Supremo
BH016400,Shri Sn Sinha,Indian Administrative Services,Bihar ,1963,31-10-1938,01-07-1963,Direct Recruitment,Male,Bihar,Hindi,English,FALSE,Superannuated,Supremo
BH016600,Shri Pk Sinha,Indian Administrative Services,Bihar ,1963,31-10-1938,01-07-1963,Direct Recruitment,Male,Bihar,Hindi,English,FALSE,Superannuated,Supremo
BH016700,Shri A Watitemjen Ao,Indian Administrative Services,Bihar ,1963,01-02-1938,01-07-1963,Direct Recruitment,Male,Nagaland,English,Assamese Hindi,FALSE,Superannuated,Supremo
GJ009200,Shri L N S Mukundan,Indian Administrative Services,Gujarat ,1963,08-05-1941,01-07-1963,Direct Recruitment,Male,Karnataka,Tamil,Kannada French Gujarati Hindi,FALSE,Superannuated,Supremo
GJ009300,Shri S Sundar,Indian Administrative Services,Gujarat ,1963,13-03-1939,01-07-1963,Direct Recruitment,Male,Tamil Nadu,Tamil,English Gujarati Hindi,FALSE,Superannuated,Supremo
GJ009400,Shri N M Bijlani,Indian Administrative Services,Gujarat ,1963,02-05-1936,01-07-1963,Direct Recruitment,Male,Delhi,Sindhi,English Gujarati Hindi Urdu,FALSE,Superannuated,Supremo
GJ009500,Shri A K Chakravorty,Indian Administrative Services,Gujarat ,1963,02-09-1938,01-07-1963,Direct Recruitment,Male,Assam Meghalya,Bengali,English Gujarati Hindi,FALSE,Superannuated,Supremo
GJ009600,Shri Tv Krisnamurthy,Indian Administrative Services,Gujarat ,1963,02-08-1939,01-07-1963,Direct Recruitment,Male,Tamil Nadu,Tamil,English French Gujarati Telugu,FALSE,Superannuated,Supremo
GJ009700,Ms. Annie Prasad,Indian Administrative Services,Gujarat ,1963,14-11-1939,01-07-1963,Direct Recruitment,Female,Kerala,Malayalam,Gujarati Hindi Nepalese Tamil,FALSE,Superannuated,Supremo
GJ009800,Shri R Parthasarthy,Indian Administrative Services,Gujarat ,1963,11-08-1938,01-07-1963,Direct Recruitment,Male,Tamil Nadu,Tamil,English Gujarati Hindi,FALSE,Superannuated,Supremo
GJ009900,Shri S L Verma,Indian Administrative Services,Gujarat ,1963,25-09-1937,01-07-1963,Direct Recruitment,Male,Rajasthan,Hindi,English Gujarati Punjabi,FALSE,Superannuated,Supremo
GJ010000,Shri A Prasad,Indian Administrative Services,Gujarat ,1963,23-12-1939,01-07-1963,Direct Recruitment,Male,Kerala,Malayalam,English Gujarati Hindi Tamil,FALSE,Retired after Extension/Re-Employment,Supremo
UT003000,Shri Mc Verma,Indian Administrative Services,A G M U T ,1963,19-09-1939,01-07-1963,Direct Recruitment,Male,Uttar Pradesh,Hindi,French Russian,FALSE,Retired voluntarily,Supremo
HY005200,Shri Jd Gupta,Indian Administrative Services,Haryana ,1963,12-11-1938,01-07-1963,Direct Recruitment,Male,Haryana,Hindi,English French Hindi Sanskrit,FALSE,Superannuated,Supremo
HY005300,Shri Jk Duggal,Indian Administrative Services,Haryana ,1963,23-12-1937,01-07-1963,Direct Recruitment,Male,Chandigarh,Hindi,English French Punjabi,FALSE,Superannuated,Supremo
HY005400,Shri Tirlochan Singh,Indian Administrative Services,Haryana ,1963,20-07-1937,01-07-1963,Direct Recruitment,Male,Delhi,Punjabi,English Hindi,FALSE,Retired after Extension/Re-Employment,Supremo
HY005500,Shri Tk Banerji,Indian Administrative Services,Haryana ,1963,16-05-1939,01-07-1963,Direct Recruitment,Male,West Bengal,Bengali,English French Hindi,FALSE,Superannuated,Supremo
KL006200,Ms. Sarala Gopalan,Indian Administrative Services,Kerala ,1963,06-03-1939,01-07-1963,Direct Recruitment,Female,Tamil Nadu,Kannada,English Hindi Malayalam Tamil,FALSE,Superannuated,Supremo
KL006202,Shri Joseph Mundakal,Indian Administrative Services,Kerala ,1963,07-04-1933,01-07-1963,By Promotion from State Civil Service,Male,Kerala,Malayalam,English French German Hindi,FALSE,Superannuated,Supremo
KN007800,Shri Br Prabhakara,Indian Administrative Services,Karnataka ,1963,18-07-1939,01-07-1963,Direct Recruitment,Male,Karnataka,Kannada,English Hindi,FALSE,Superannuated,Supremo
KN007900,Shri J Alexander,Indian Administrative Services,Karnataka ,1963,08-08-1938,01-07-1963,Direct Recruitment,Male,Karnataka,Malayalam,English Hindi Kannada Tamil,FALSE,Superannuated,Supremo
HP002700,Shri R K Anand,Indian Administrative Services,Himachal Pradesh ,1963,25-06-1939,01-07-1963,Direct Recruitment,Male,Delhi,Hindi,English Spanish,FALSE,Retired after Extension/Re-Employment,Supremo
UT003100,Shri Pp Chauhan,Indian Administrative Services,A G M U T ,1963,30-11-1939,01-07-1963,Direct Recruitment,Male,Punjab,Hindi,English Urdu,FALSE,Retired after Extension/Re-Employment,Supremo
MH013800,Shri Sg Kale,Indian Administrative Services,Maharashtra ,1963,17-10-1939,01-07-1963,Direct Recruitment,Male,Maharashtra,Marathi,English Hindi Sanskrit,FALSE,Superannuated,Supremo
MH013900,Dr. Ss Saxena,Indian Administrative Services,Maharashtra ,1963,13-10-1938,01-07-1963,Direct Recruitment,Male,Uttar Pradesh,Hindi,English French Marathi Urdu,FALSE,Superannuated,Supremo
MH014000,Shri K Rajan,Indian Administrative Services,Maharashtra ,1963,20-09-1939,01-07-1963,Direct Recruitment,Male,Karnataka,Kannada,German Hindi Marathi Tamil,FALSE,Superannuated,Supremo
MH014100,Shri T Balaraman,Indian Administrative Services,Maharashtra ,1963,25-08-1938,01-07-1963,Direct Recruitment,Male,Kerala,Malayalam,English French Hindi Marathi,FALSE,Retired voluntarily,Supremo
MH014200,Shri Pr Dasgupta,Indian Administrative Services,Maharashtra ,1963,15-05-1940,01-07-1963,Direct Recruitment,Male,West Bengal,Bengali,English Hindi Marathi,FALSE,Superannuated,Supremo
MH014400,Shri Ss Menon,Indian Administrative Services,Maharashtra ,1963,11-10-1939,01-07-1963,Direct Recruitment,Male,Delhi,Malayalam,English French German Marathi,FALSE,Superannuated,Supremo
MH014500,Shri Jd Jadhav,Indian Administrative Services,Maharashtra ,1963,13-07-1938,01-07-1963,Direct Recruitment,Male,Maharashtra,Marathi,English Hindi Sanskrit,FALSE,Superannuated,Supremo
MP006800,Shri S C Agarwal,Indian Administrative Services,Madhya Pradesh ,1963,29-07-1939,13-07-1963,N.A.,Male,N.A.,N.A.,English Hindi,FALSE,Superannuated,Supremo
MP015500,Shri Nb Lohani,Indian Administrative Services,Madhya Pradesh ,1963,25-12-1938,01-07-1963,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi Japanese,FALSE,Retired voluntarily,Supremo
MP015600,Shri Vk Pandit,Indian Administrative Services,Madhya Pradesh ,1963,23-05-1940,01-07-1963,Direct Recruitment,Male,Delhi,Hindi,English Hindi,FALSE,Superannuated,Supremo
MP015700,Shri Vinay Shankar,Indian Administrative Services,Madhya Pradesh ,1963,26-11-1939,01-07-1963,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,FALSE,Superannuated,Supremo
MP015800,Shri Kk Sethi,Indian Administrative Services,Madhya Pradesh ,1963,25-04-1940,01-07-1963,Direct Recruitment,Male,Delhi,Punjabi,English Hindi Urdu,FALSE,Superannuated,Supremo
MP016000,Shri I Sundara Rao,Indian Administrative Services,Madhya Pradesh ,1963,06-06-1938,01-07-1963,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Hindi,FALSE,Superannuated,Supremo
NL000901,Shri K S Puri,Indian Administrative Services,Nagaland ,1963,23-02-1938,01-07-1963,Initial Constitution,Male,Delhi,Punjabi,English Hindi,FALSE,Superannuated,Supremo
OR010700,Shri Rk Bhujabala,Indian Administrative Services,Odisha ,1963,05-06-1939,01-07-1963,Direct Recruitment,Male,Odisha,Oriya,English Hindi,FALSE,Superannuated,Supremo
OR010800,Shri Sl Chatterji,Indian Administrative Services,Odisha ,1963,22-10-1938,01-07-1963,Direct Recruitment,Male,West Bengal,Bengali,English Hindi Oriya Sanskrit,FALSE,Superannuated,Supremo
OR010900,Shri Pm Mahapatra,Indian Administrative Services,Odisha ,1963,25-01-1940,01-07-1963,Direct Recruitment,Male,Odisha,Oriya,Bengali English Hindi Sanskrit,FALSE,Superannuated,Supremo
OR011000,Shri My Rao,Indian Administrative Services,Odisha ,1963,20-10-1939,01-07-1963,Direct Recruitment,Male,Kerala,Malayalam,French Hindi Oriya Tamil,FALSE,Superannuated,Supremo
OR011200,Shri S N Mishra,Indian Administrative Services,Odisha ,1963,27-01-1940,01-07-1963,Direct Recruitment,Male,Odisha,Oriya,English German Hindi,FALSE,Superannuated,Supremo
OR011500,Dr. Rc Roy,Indian Administrative Services,Odisha ,1963,17-05-1933,01-07-1963,Direct Recruitment,Male,West Bengal,Bengali,English Hindi Oriya Sanskrit,FALSE,Superannuated,Supremo
PB005800,Shri V K Khanna,Indian Administrative Services,Punjab ,1963,06-04-1941,01-07-1963,Direct Recruitment,Male,Punjab,Hindi,English Punjabi,FALSE,Superannuated,Supremo
PB005900,Shri A S Chatha,Indian Administrative Services,Punjab ,1963,14-01-1936,01-07-1963,Direct Recruitment,Male,Punjab,Punjabi,English Hindi Urdu,FALSE,Superannuated,Supremo
PB006200,Shri C D Cheema,Indian Administrative Services,Punjab ,1963,14-05-1939,01-07-1963,Direct Recruitment,Male,Punjab,Punjabi,English Hindi Urdu,FALSE,Superannuated,Supremo
RJ011500,Shri Ml Mehta,Indian Administrative Services,Rajasthan ,1963,01-01-1939,01-07-1963,Direct Recruitment,Male,N.A.,Hindi,English,FALSE,Retired after Extension/Re-Employment,Supremo
RJ011600,Shri Arun Kumar,Indian Administrative Services,Rajasthan ,1963,14-04-1941,01-07-1963,Direct Recruitment,Male,Uttar Pradesh,Hindi,English,FALSE,Superannuated,Supremo
PB006000,Shri Tka Nair,Indian Administrative Services,Punjab ,1963,28-11-1939,01-07-1963,Direct Recruitment,Male,Kerala,Malayalam,English Hindi Punjabi,FALSE,Superannuated,Supremo
AM008000,Shri Mp Bezbaruah,Indian Administrative Services,Assam Meghalya ,1964,01-12-1941,01-07-1964,Direct Recruitment,Male,Assam,Assamese,Bengali English Hindi,FALSE,Superannuated,Supremo
AM008100,Shri Nn Mookerjee,Indian Administrative Services,Assam Meghalya ,1964,07-12-1940,01-07-1964,Direct Recruitment,Male,West Bengal,Bengali,Assamese English Hindi,FALSE,Expired,Supremo
AM008300,Shri Dk Gangopadhyay,Indian Administrative Services,Assam Meghalya ,1964,19-03-1940,01-07-1964,Direct Recruitment,Male,West Bengal,Bengali,Assamese English Hindi,FALSE,Superannuated,Supremo
AM008400,Shri Rn Muhuri,Indian Administrative Services,Assam Meghalya ,1964,09-01-1940,01-07-1964,Direct Recruitment,Male,West Bengal,Bengali,Assamese English Hindi Sanskrit,FALSE,Retired compulsorily,Supremo
AM008500,Shri Rajaram Misra,Indian Administrative Services,Assam Meghalya ,1964,23-09-1939,01-04-1964,Direct Recruitment,Male,Odisha,Oriya,Assamese Bengali English Hindi,FALSE,Retired compulsorily,Supremo
AP014200,Shri V Anandarau,Indian Administrative Services,Andhra Pradesh ,1964,25-08-1941,01-07-1964,Direct Recruitment,Male,Odisha,Telugu,English Hindi Oriya,FALSE,Superannuated,Supremo
AP014300,Dr. P L S Reddy,Indian Administrative Services,Andhra Pradesh ,1964,05-12-1940,01-07-1964,Direct Recruitment,Male,Andhra Pradesh,Telugu,English French Hindi Kannada,FALSE,Superannuated,Supremo
AP014400,Dr.(Ms.) Dm De Rebello,Indian Administrative Services,Andhra Pradesh ,1964,07-09-1941,01-07-1964,Direct Recruitment,Female,Karnataka,Telugu,Tamil Bengali English German,FALSE,Superannuated,Supremo
AP014500,Shri Pv Rao,Indian Administrative Services,Andhra Pradesh ,1964,20-04-1942,01-07-1964,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Hindi,FALSE,Superannuated,Supremo
AP014600,Dr. Cs Rangachari,Indian Administrative Services,Andhra Pradesh ,1964,02-01-1941,01-07-1964,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi Telugu,FALSE,Superannuated,Supremo
BH016800,Shri Kb Saxena,Indian Administrative Services,Bihar ,1964,10-05-1941,01-07-1964,Direct Recruitment,Male,Delhi,Hindi,English Urdu,FALSE,Superannuated,Supremo
BH017000,Dr. Abhimanyu Singh,Indian Administrative Services,Bihar ,1964,10-09-1940,01-07-1964,Direct Recruitment,Male,Bihar,Bhojpuri,English,FALSE,Superannuated,Supremo
BH017100,Shri Ps Mukhopadhyay,Indian Administrative Services,Bihar ,1964,03-03-1940,01-07-1964,Direct Recruitment,Male,West Bengal,Bengali,English German Hindi Urdu,FALSE,Superannuated,Supremo
BH017200,Shri Ak Sarkar,Indian Administrative Services,Bihar ,1964,01-03-1933,01-07-1964,Direct Recruitment,Male,West Bengal,Bengali,English Hindi,FALSE,Superannuated,Supremo
GJ010100,Shri V R S Cowlagi,Indian Administrative Services,Gujarat ,1964,15-07-1940,01-07-1964,Direct Recruitment,Male,Maharashtra,Marathi,English Gujarati Hindi Tamil,FALSE,Superannuated,Supremo
GJ010400,Shri T R Agnani,Indian Administrative Services,Gujarat ,1964,14-11-1936,01-07-1964,Direct Recruitment,Male,Maharashtra,Sindhi,English Gujarati Hindi,FALSE,Superannuated,Supremo
GJ010500,Shri B Narasimhan,Indian Administrative Services,Gujarat ,1964,18-11-1941,01-07-1964,Direct Recruitment,Male,Tamil Nadu,Tamil,English Gujarati Hindi Sanskrit,FALSE,Expired,Supremo
GJ010600,Shri R Basu,Indian Administrative Services,Gujarat ,1964,26-03-1942,01-07-1964,Direct Recruitment,Male,Gujarat,Bengali,English Gujarati Hindi,FALSE,Retired voluntarily,Supremo
GJ010700,Shri P G Ramrakhiani,Indian Administrative Services,Gujarat ,1964,25-11-1940,01-07-1964,Direct Recruitment,Male,Delhi,Sindhi,Bengali English French Gujarati,FALSE,Superannuated,Supremo
GJ010800,Shri Balwant Singh,Indian Administrative Services,Gujarat ,1964,15-10-1936,01-07-1964,Direct Recruitment,Male,Delhi,Punjabi,English Gujarati Hindi Urdu,FALSE,Superannuated,Supremo
GJ010801,Shri S K Duggal,Indian Administrative Services,Gujarat ,1964,02-12-1939,01-07-1964,Emergency Commissioned/Short Service Commissioned,Male,Haryana,Hindi,English Gujarati Punjabi Urdu,FALSE,Superannuated,Supremo
UT003200,Shri Omesh Saigal,Indian Administrative Services,A G M U T ,1964,29-03-1941,01-07-1964,Direct Recruitment,Male,Delhi,Hindi,English Punjabi Urdu,FALSE,Superannuated,Supremo
UT003300,Shri Gorakh Ram,Indian Administrative Services,A G M U T ,1964,01-05-1935,01-07-1964,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Sanskrit,FALSE,Superannuated,Supremo
UT003400,Shri Takap Ringu,Indian Administrative Services,A G M U T ,1964,01-03-1941,01-07-1964,Initial Constitution,Male,Arunachal Pradesh,Assamese,English Hindi Nepalese,FALSE,Superannuated,Supremo
HP002900,Shri M Krishen Kaw,Indian Administrative Services,Himachal Pradesh ,1964,10-11-1941,01-07-1964,Direct Recruitment,Male,Delhi,Kashmiri,English Hindi Punjabi Urdu,FALSE,Superannuated,Supremo
HP003100,Shri An Vidyarthi,Indian Administrative Services,Himachal Pradesh ,1964,01-11-1939,01-07-1964,Direct Recruitment,Male,Himachal Pradesh,Punjabi,English Hindi Urdu,FALSE,Retired after Extension/Re-Employment,Supremo
HY005600,Ms. Kiran Aggarwal,Indian Administrative Services,Haryana ,1964,14-01-1942,01-07-1964,Direct Recruitment,Female,Delhi,Hindi,English Punjabi,FALSE,Superannuated,Supremo
HY005700,Shri Vs Ailawadi,Indian Administrative Services,Haryana ,1964,01-06-1937,01-07-1964,Direct Recruitment,Male,Delhi,N.A.,English,FALSE,Superannuated,Supremo
HY005800,Dr. Ak Sinha,Indian Administrative Services,Haryana ,1964,19-10-1940,01-07-1964,Direct Recruitment,Male,Bihar,Hindi,English Punjabi Russian Urdu,FALSE,Retired compulsorily,Supremo
HY005900,Shri Rs Varma,Indian Administrative Services,Haryana ,1964,06-08-1940,01-07-1964,Direct Recruitment,Male,Rajasthan,Hindi,English Punjabi,FALSE,Superannuated,Supremo
HY006000,Shri Sk Sharma,Indian Administrative Services,Haryana ,1964,01-04-1941,01-07-1964,Direct Recruitment,Male,Punjab,Hindi,English Punjabi,FALSE,Superannuated,Supremo
JK001626,Shri H Ullah Khan,Indian Administrative Services,Jammu & Kashmir ,1964,13-01-1933,01-07-1964,By Promotion from State Civil Service,Male,Jammu & Kashmir,Kashmiri,English Urdu,FALSE,Superannuated,Supremo
KL006300,Shri M Mohan Kumar,Indian Administrative Services,Kerala ,1964,27-02-1941,01-07-1964,Direct Recruitment,Male,Kerala,Malayalam,English Hindi,FALSE,Superannuated,Supremo
KL006400,Shri D Babupaul,Indian Administrative Services,Kerala ,1964,11-04-1941,01-07-1964,Direct Recruitment,Male,Kerala,Malayalam,English Hindi,FALSE,Superannuated,Supremo
KL006600,Shri S Varadachary,Indian Administrative Services,Kerala ,1964,14-09-1939,01-07-1964,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi Malayalam,FALSE,Superannuated,Supremo
KL006700,Shri R B Pathak,Indian Administrative Services,Kerala ,1964,01-01-1940,01-07-1964,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Malayalam Sanskrit,FALSE,Superannuated,Supremo
KL006800,Shri Mgk Murthy,Indian Administrative Services,Kerala ,1964,16-09-1937,01-07-1964,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Hindi Malayalam,FALSE,Superannuated,Supremo
KL006801,Shri Kv Vidya Dharan,Indian Administrative Services,Kerala ,1964,23-01-1930,01-07-1964,By Promotion from State Civil Service,Male,Kerala,Malayalam,English,FALSE,Superannuated,Supremo
KL006802,Shri N Krishnan Nair,Indian Administrative Services,Kerala ,1964,01-07-1933,01-07-1964,By Promotion from State Civil Service,Male,Kerala,Malayalam,English Hindi,FALSE,Superannuated,Supremo
KN008000,Shri Pp Prabhu,Indian Administrative Services,Karnataka ,1964,21-05-1940,01-07-1964,Direct Recruitment,Male,Tamil Nadu,Konkani,English Hindi Kannada Konkani Tamil,FALSE,Superannuated,Supremo
KN008200,Shri Bk Bhattacharya,Indian Administrative Services,Karnataka ,1964,05-12-1940,01-07-1964,Direct Recruitment,Male,West Bengal,Bengali,English Hindi Kannada Sanskrit,FALSE,Superannuated,Supremo
KN008300,Ms. Achala Moulik,Indian Administrative Services,Karnataka ,1964,01-07-1941,01-07-1964,Direct Recruitment,Female,West Bengal,Bengali,Hindi Italian Kannada Russian,FALSE,Superannuated,Supremo
KN008500,Shri S Dorairaju,Indian Administrative Services,Karnataka ,1964,25-04-1935,01-07-1964,Direct Recruitment,Male,N.A.,Kannada,English Hindi Tamil,FALSE,Superannuated,Supremo
KN008501,Shri Na Muthanna,Indian Administrative Services,Karnataka ,1964,10-09-1941,01-07-1964,Emergency Commissioned/Short Service Commissioned,Male,Karnataka,Kannada,English Hindi,FALSE,Expired,Supremo
KN008502,Shri Jk Arora,Indian Administrative Services,Karnataka ,1964,24-07-1939,01-07-1964,Emergency Commissioned/Short Service Commissioned,Male,Uttar Pradesh,Punjabi,English Hindi Kannada Urdu,FALSE,Superannuated,Supremo
AM008200,Shri Bp Singh,Indian Administrative Services,Assam Meghalya ,1964,01-01-1942,01-07-1964,Direct Recruitment,Male,Bihar,Hindi,Assamese Bengali English Sanskrit,FALSE,Retired after Extension/Re-Employment,Supremo
AP014100,Dr. Yv Reddy,Indian Administrative Services,Andhra Pradesh ,1964,17-08-1941,01-07-1964,Direct Recruitment,Male,Andhra Pradesh,Telugu,English,FALSE,Retired after Extension/Re-Employment,Supremo
