ID,Name,Service,Cadre,Reference_Value,Qualification,Subject,Division,Source
UP042304,Shri S N Tewari,Indian Administrative Service,Uttar Pradesh,0,Graduate,Medicine,Ordinary,Supremo
UP042304,Shri S N Tewari,Indian Administrative Service,Uttar Pradesh,2,P.G.,Medicine,Ordinary,Supremo
UP042305,Shri A N Singh,Indian Administrative Service,Uttar Pradesh,0,Graduate,Agriculture,Ordinary,Supremo
UP042306,Shri Ds Saxena,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,Ordinary,Supremo
UP042307,Shri K P Srivastva,Indian Administrative Service,Uttar Pradesh,0,Graduate,Mathematics,Second,Supremo
UP042307,Shri K P Srivastva,Indian Administrative Service,Uttar Pradesh,2,P.G.,Mathematics,First,Supremo
UP042308,Shri Pn Srivastava,Indian Administrative Service,Uttar Pradesh,0,Graduate,Physics,First,Supremo
UP042308,Shri Pn Srivastava,Indian Administrative Service,Uttar Pradesh,2,P.G.,Mathematics,First,Supremo
UT012700,Shri Praveen K Tripathi,Indian Administrative Service,A G M U T,0,Graduate,English,First,Supremo
UT012700,Shri Praveen K Tripathi,Indian Administrative Service,A G M U T,2,P.G.,Political Sc.,First,Supremo
UT012800,Shri Arun Kumar Mathur,Indian Administrative Service,A G M U T,0,Graduate,History,Second,Supremo
UT012800,Shri Arun Kumar Mathur,Indian Administrative Service,A G M U T,2,P.G.,History,First,Supremo
UT012800,Shri Arun Kumar Mathur,Indian Administrative Service,A G M U T,4,LL.B.,Law,Second,Supremo
UT012900,Shri Jatinder Pal Singh,Indian Administrative Service,A G M U T,0,Graduate,Electrical Engg.,First,Supremo
UT012900,Shri Jatinder Pal Singh,Indian Administrative Service,A G M U T,2,Graduate,English,First,Supremo
UT012900,Shri Jatinder Pal Singh,Indian Administrative Service,A G M U T,4,Graduate,Mech.engg.,First,Supremo
UT013100,Shri Rakesh Behari,Indian Administrative Service,A G M U T,0,Graduate,Mathematics,First,Supremo
UT013100,Shri Rakesh Behari,Indian Administrative Service,A G M U T,2,P.G.,Business Admn.,-,Supremo
UT013100,Shri Rakesh Behari,Indian Administrative Service,A G M U T,4,P.G.,Physics,First,Supremo
UT013200,Shri Tabom Bam,Indian Administrative Service,A G M U T,0,B.Sc.,Chemistry,First,Supremo
UT013200,Shri Tabom Bam,Indian Administrative Service,A G M U T,2,Graduate,Law,Second,Supremo
UT013201,Shri Vps Yadav,Indian Administrative Service,A G M U T,0,N.A.,Commerce,Ordinary,Supremo
GJ019400,Shri Radhakanta Tripathy,Indian Administrative Service,Gujarat,0,Graduate,Political Sc.,Second,Supremo
GJ019400,Shri Radhakanta Tripathy,Indian Administrative Service,Gujarat,2,P.G.,Political Sc.,Second,Supremo
GJ019500,Shri Varesh Sinha,Indian Administrative Service,Gujarat,0,Graduate,Physics,First,Supremo
GJ019500,Shri Varesh Sinha,Indian Administrative Service,Gujarat,2,P.G.,Statistics,First,Supremo
GJ019600,Shri P. N. R. Chowdhury,Indian Administrative Service,Gujarat,0,Graduate,Mathematics,First,Supremo
GJ019600,Shri P. N. R. Chowdhury,Indian Administrative Service,Gujarat,2,P.G.,Applied Maths,First,Supremo
GJ019700,Ms. Vilasini Ramachandran,Indian Administrative Service,Gujarat,0,Graduate,English,First,Supremo
GJ019700,Ms. Vilasini Ramachandran,Indian Administrative Service,Gujarat,2,P.G.,English,First,Supremo
GJ019700,Ms. Vilasini Ramachandran,Indian Administrative Service,Gujarat,4,P.G.,Public Admn,-,Supremo
GJ019800,Shri Rajnikant M Patel,Indian Administrative Service,Gujarat,0,Graduate,English,Second,Supremo
GJ019800,Shri Rajnikant M Patel,Indian Administrative Service,Gujarat,2,Graduate,Law,Second,Supremo
GJ019800,Shri Rajnikant M Patel,Indian Administrative Service,Gujarat,4,P.G.,English,Third,Supremo
HP007300,Shri R Gopal Sood,Indian Administrative Service,Himachal Pradesh,0,Graduate,Botany,Second,Supremo
HP007300,Shri R Gopal Sood,Indian Administrative Service,Himachal Pradesh,2,P.G.,Management,First,Supremo
HP007400,Dr. A Kumar Dev,Indian Administrative Service,Himachal Pradesh,0,Certificate,German,Ordinary,Supremo
HP007400,Dr. A Kumar Dev,Indian Administrative Service,Himachal Pradesh,2,Graduate,Mathematics,First,Supremo
HP007400,Dr. A Kumar Dev,Indian Administrative Service,Himachal Pradesh,4,P.G.,Operation Research,Ordinary,Supremo
HP007400,Dr. A Kumar Dev,Indian Administrative Service,Himachal Pradesh,6,Ph. D.,Economics,Ordinary,Supremo
HP007500,Ms. Sarojini Thakur,Indian Administrative Service,Himachal Pradesh,0,Graduate,History,Second,Supremo
HP007500,Ms. Sarojini Thakur,Indian Administrative Service,Himachal Pradesh,2,M.Phil.,Public Admn,Ordinary,Supremo
HP007600,Shri Ashok Thakur,Indian Administrative Service,Himachal Pradesh,0,Diploma,Tibetan,First,Supremo
HP007600,Shri Ashok Thakur,Indian Administrative Service,Himachal Pradesh,2,P.G.,History,First,Supremo
HP007601,Shri S N Verma,Indian Administrative Service,Himachal Pradesh,0,Diploma,Pers.Mgt.,Second,Supremo
HP007601,Shri S N Verma,Indian Administrative Service,Himachal Pradesh,2,Graduate,English,Second,Supremo
HP007601,Shri S N Verma,Indian Administrative Service,Himachal Pradesh,4,P.G.,English,Second,Supremo
HP007602,Shri P C Dogra,Indian Administrative Service,Himachal Pradesh,0,Graduate,Education,Second,Supremo
HP007602,Shri P C Dogra,Indian Administrative Service,Himachal Pradesh,2,Graduate,Physics,Second,Supremo
HY012800,Shri Raj Kumar,Indian Administrative Service,Haryana,0,Graduate,Physics,First,Supremo
HY012800,Shri Raj Kumar,Indian Administrative Service,Haryana,2,LL.B.,Law,Second,Supremo
HY012900,Shri Krishna Mohan,Indian Administrative Service,Haryana,0,B.Sc.(Hons),Physics,First,Supremo
HY012900,Shri Krishna Mohan,Indian Administrative Service,Haryana,2,M.Sc.,Physics,First,Supremo
HY013000,Shri Pradeep Kumar Chaudhery,Indian Administrative Service,Haryana,0,B.Sc.,Physics,First,Supremo
HY013000,Shri Pradeep Kumar Chaudhery,Indian Administrative Service,Haryana,2,M.Sc.,Physics,First,Supremo
HY013100,Shri Manik B Sonawane,Indian Administrative Service,Haryana,0,Graduate,Botany,Second,Supremo
HY013100,Shri Manik B Sonawane,Indian Administrative Service,Haryana,2,P.G.,Physiology,Second,Supremo
HY013200,Shri Satish Chandra Choudhary,Indian Administrative Service,Haryana,0,Diploma,Management,First,Supremo
HY013200,Shri Satish Chandra Choudhary,Indian Administrative Service,Haryana,2,Graduate,Chemistry,First,Supremo
HY013200,Shri Satish Chandra Choudhary,Indian Administrative Service,Haryana,4,Graduate,Law,First,Supremo
HY013201,Shri Hrgo Lal,Indian Administrative Service,Haryana,0,Graduate,English,Third,Supremo
HY013202,Shri B L Tanwar,Indian Administrative Service,Haryana,0,Graduate,English,Second,Supremo
HY013202,Shri B L Tanwar,Indian Administrative Service,Haryana,2,Graduate,Law,Second,Supremo
HY013202,Shri B L Tanwar,Indian Administrative Service,Haryana,4,P.G.,Economics,Second,Supremo
HY013202,Shri B L Tanwar,Indian Administrative Service,Haryana,6,P.G.,English,Second,Supremo
HY013203,Shri Bal Raj Anand,Indian Administrative Service,Haryana,0,Graduate,Economics,Ordinary,Supremo
HY013203,Shri Bal Raj Anand,Indian Administrative Service,Haryana,2,P.G.,Economics,Ordinary,Supremo
HY013204,Shri Vs Chaudhari,Indian Administrative Service,Haryana,0,Graduate,English,Second,Supremo
HY013204,Shri Vs Chaudhari,Indian Administrative Service,Haryana,2,Graduate,Law,Second,Supremo
HY013204,Shri Vs Chaudhari,Indian Administrative Service,Haryana,4,P.G.,English,Second,Supremo
HY013205,Ms. Kamla Chaudhary,Indian Administrative Service,Haryana,0,Graduate,English,First,Supremo
HY013205,Ms. Kamla Chaudhary,Indian Administrative Service,Haryana,2,Graduate,Law,First,Supremo
HY013205,Ms. Kamla Chaudhary,Indian Administrative Service,Haryana,4,P.G.,English,Third,Supremo
HY013207,Shri Nc Vasishtha,Indian Administrative Service,Haryana,0,Graduate,English,First,Supremo
HY013207,Shri Nc Vasishtha,Indian Administrative Service,Haryana,2,Graduate,Law,Second,Supremo
HY013207,Shri Nc Vasishtha,Indian Administrative Service,Haryana,4,P.G.,Economics,Ordinary,Supremo
HY013207,Shri Nc Vasishtha,Indian Administrative Service,Haryana,6,P.G.,English Lit,Second,Supremo
JH027600,Shri Ashok Kumar Singh,Indian Administrative Service,Jharkhand,0,Graduate,History,First,Supremo
JH027600,Shri Ashok Kumar Singh,Indian Administrative Service,Jharkhand,2,LL.B.,Law,Second,Supremo
JH027600,Shri Ashok Kumar Singh,Indian Administrative Service,Jharkhand,4,P.G.,History,First,Supremo
JH027600,Shri Ashok Kumar Singh,Indian Administrative Service,Jharkhand,6,P.G.,Public Admn,Ordinary,Supremo
JH027800,Shri Sushil Kumar Choudhary,Indian Administrative Service,Jharkhand,0,Certificate,Russian,Ordinary,Supremo
JH027800,Shri Sushil Kumar Choudhary,Indian Administrative Service,Jharkhand,2,Graduate,Chemistry,First,Supremo
JK005500,Shri Madhav Lal,Indian Administrative Service,Jammu & Kashmir,0,B.Sc.(Hons),Physics,First with Distinction,Supremo
JK005500,Shri Madhav Lal,Indian Administrative Service,Jammu & Kashmir,2,P.G.,Physics,First,Supremo
JK005500,Shri Madhav Lal,Indian Administrative Service,Jammu & Kashmir,4,P.G.,Public Admn,First,Supremo
JK005600,Shri Parvez Dewan,Indian Administrative Service,Jammu & Kashmir,0,Graduate,History,Second,Supremo
JK005600,Shri Parvez Dewan,Indian Administrative Service,Jammu & Kashmir,2,P.G.,Dev Adm,First with Distinction,Supremo
JK005600,Shri Parvez Dewan,Indian Administrative Service,Jammu & Kashmir,4,P.G.,History,Second,Supremo
JK005700,Shri Babu Lal Nimesh,Indian Administrative Service,Jammu & Kashmir,0,Graduate,Philosophy,Third,Supremo
JK005700,Shri Babu Lal Nimesh,Indian Administrative Service,Jammu & Kashmir,2,P.G.,Philosophy,Third,Supremo
JK005701,Shri Kb Sharma,Indian Administrative Service,Jammu & Kashmir,0,Graduate,English,Second,Supremo
JK005702,Shri Ak Wani,Indian Administrative Service,Jammu & Kashmir,0,Graduate,Economics,Ordinary,Supremo
JK005702,Shri Ak Wani,Indian Administrative Service,Jammu & Kashmir,2,Graduate,Law,Ordinary,Supremo
JK005702,Shri Ak Wani,Indian Administrative Service,Jammu & Kashmir,4,P.G.,Economics,Ordinary,Supremo
JK005703,Shri Nazir Ahmed,Indian Administrative Service,Jammu & Kashmir,0,Graduate,N.A.,Ordinary,Supremo
KL011400,Shri K Jose Cyriac,Indian Administrative Service,Kerala,0,Graduate,Physics,First,Supremo
KL011400,Shri K Jose Cyriac,Indian Administrative Service,Kerala,2,P.G.,Finance,First,Supremo
KL011400,Shri K Jose Cyriac,Indian Administrative Service,Kerala,4,P.G.,Physics,First,Supremo
KL011600,Shri Harjinder Singh,Indian Administrative Service,Kerala,0,Graduate,Aerospace Enginneering,First,Supremo
KL011600,Shri Harjinder Singh,Indian Administrative Service,Kerala,2,P.G.,Business Admn.,First,Supremo
KL011700,Shri C Chandran,Indian Administrative Service,Kerala,0,Graduate,Economics,Second,Supremo
KL011700,Shri C Chandran,Indian Administrative Service,Kerala,2,P.G.,Economics,Second,Supremo
KL011701,Shri Ajoy Choudhary,Indian Administrative Service,Kerala,0,Certificate,German,Ordinary,Supremo
KL011701,Shri Ajoy Choudhary,Indian Administrative Service,Kerala,2,Graduate,English,Second,Supremo
KL011701,Shri Ajoy Choudhary,Indian Administrative Service,Kerala,4,P.G.,English Lit,Second,Supremo
KL011702,Shri Pv Radhalakshmi,Indian Administrative Service,Kerala,0,Certificate,Law,Ordinary,Supremo
KL011702,Shri Pv Radhalakshmi,Indian Administrative Service,Kerala,2,Graduate,Botany,Second,Supremo
KL011702,Shri Pv Radhalakshmi,Indian Administrative Service,Kerala,4,Graduate,Law,Ordinary,Supremo
KN019800,Shri Sudhir Kumar,Indian Administrative Service,Karnataka,0,Diploma,Gandhian Studies,First,Supremo
KN019800,Shri Sudhir Kumar,Indian Administrative Service,Karnataka,2,Graduate,Physics,Second,Supremo
KN019800,Shri Sudhir Kumar,Indian Administrative Service,Karnataka,4,P.G.,Business Law,First,Supremo
KN019800,Shri Sudhir Kumar,Indian Administrative Service,Karnataka,6,P.G.,Physical Chem,First,Supremo
KN019800,Shri Sudhir Kumar,Indian Administrative Service,Karnataka,8,LL.B.,Law,Second,Supremo
KN019900,Dr. Sudhir Krishna,Indian Administrative Service,Karnataka,0,Graduate,Physics,First,Supremo
KN019900,Dr. Sudhir Krishna,Indian Administrative Service,Karnataka,2,P.G.,Physics,First,Supremo
KN019900,Dr. Sudhir Krishna,Indian Administrative Service,Karnataka,4,P.G.,Public Admn,First,Supremo
KN019900,Dr. Sudhir Krishna,Indian Administrative Service,Karnataka,6,Ph. D.,Federalism,-,Supremo
KN020000,Shri B L Sridhar,Indian Administrative Service,Karnataka,0,Graduate,Botany,First,Supremo
KN020000,Shri B L Sridhar,Indian Administrative Service,Karnataka,2,P.G.,Bio Chemistry,Second,Supremo
KN020100,Shri Bevis A Coutinho,Indian Administrative Service,Karnataka,0,Diploma,Management,-,Supremo
KN020100,Shri Bevis A Coutinho,Indian Administrative Service,Karnataka,2,Graduate,Law,Second,Supremo
KN020100,Shri Bevis A Coutinho,Indian Administrative Service,Karnataka,4,Graduate,Physics,Second,Supremo
KN020200,Dr. C S Suranjana,Indian Administrative Service,Karnataka,0,Certificate,Computer System,Ordinary,Supremo
KN020200,Dr. C S Suranjana,Indian Administrative Service,Karnataka,2,Graduate,Economics,Second,Supremo
KN020200,Dr. C S Suranjana,Indian Administrative Service,Karnataka,4,LL.B.,Law,Second,Supremo
KN020200,Dr. C S Suranjana,Indian Administrative Service,Karnataka,6,M.B.A.,Business Admn.,Ordinary,Supremo
KN020200,Dr. C S Suranjana,Indian Administrative Service,Karnataka,8,P.G.,Economics,First,Supremo
WB024400,Shri Samar Ghosh,Indian Administrative Service,West Bengal,0,B.Sc.,Physics,First,Supremo
WB024400,Shri Samar Ghosh,Indian Administrative Service,West Bengal,2,M.Sc.,Mathematics,First,Supremo
WB024400,Shri Samar Ghosh,Indian Administrative Service,West Bengal,4,M.Sc.,Nuclear Physics,Ordinary,Supremo
WB024400,Shri Samar Ghosh,Indian Administrative Service,West Bengal,6,M.Sc.,Physics,First,Supremo
WB024500,Shri Asit Baran Chakraborty,Indian Administrative Service,West Bengal,0,B.Sc.,Physics,First,Supremo
WB024500,Shri Asit Baran Chakraborty,Indian Administrative Service,West Bengal,2,M.Sc.,Physics,First,Supremo
WB024600,Dr. Sabyasachi Sen,Indian Administrative Service,West Bengal,0,Graduate,Economics,Second,Supremo
WB024600,Dr. Sabyasachi Sen,Indian Administrative Service,West Bengal,2,P.G.,Development Economics,Ordinary,Supremo
WB024600,Dr. Sabyasachi Sen,Indian Administrative Service,West Bengal,4,P.G.,Economics,First,Supremo
WB024600,Dr. Sabyasachi Sen,Indian Administrative Service,West Bengal,6,Ph. D.,Philosophy,-,Supremo
WB024700,Dr. G Balachandran,Indian Administrative Service,West Bengal,0,B.Sc.,Chemistry,First with Distinction,Supremo
WB024700,Dr. G Balachandran,Indian Administrative Service,West Bengal,2,M.Phil.,Social Sciences,First with Distinction,Supremo
WB024700,Dr. G Balachandran,Indian Administrative Service,West Bengal,4,P.G.,Economics,Second,Supremo
WB024700,Dr. G Balachandran,Indian Administrative Service,West Bengal,6,P.G.,English Lit,First,Supremo
WB024700,Dr. G Balachandran,Indian Administrative Service,West Bengal,8,PG Diploma,Public Admn,First with Distinction,Supremo
WB024800,Shri G Joseph,Indian Administrative Service,West Bengal,0,Graduate,English Lit,Second,Supremo
WB024900,Shri Amarjit Singh Lamba,Indian Administrative Service,West Bengal,0,B.Sc.(Hons),Physics,First,Supremo
WB024900,Shri Amarjit Singh Lamba,Indian Administrative Service,West Bengal,2,M.Sc.,Physics,First,Supremo
WB024900,Shri Amarjit Singh Lamba,Indian Administrative Service,West Bengal,4,P.G.,Finance,Ordinary,Supremo
WB025000,Shri Prasanna Kumar Pradhan,Indian Administrative Service,West Bengal,0,B.Sc.,Chemistry,First,Supremo
WB025000,Shri Prasanna Kumar Pradhan,Indian Administrative Service,West Bengal,2,M.Sc.,Botany,First,Supremo
WB025001,Shri A K Mukhopadhya,Indian Administrative Service,West Bengal,0,Graduate,History,First,Supremo
WB025002,Shri Ak Mitra,Indian Administrative Service,West Bengal,0,Graduate,History,First,Supremo
WB025200,Shri Ashim Kumar Barman,Indian Administrative Service,West Bengal,0,Graduate,Chemistry,Second,Supremo
WB025201,Shri M K Mukherjee,Indian Administrative Service,West Bengal,0,Graduate,Commerce,Second,Supremo
WB025202,Shri Kk Das Gupta,Indian Administrative Service,West Bengal,0,Graduate,Physics,First,Supremo
WB025300,Shri Ardhendu Sekhar Biswas,Indian Administrative Service,West Bengal,0,Graduate,Economics,Second,Supremo
WB025300,Shri Ardhendu Sekhar Biswas,Indian Administrative Service,West Bengal,2,P.G.,Economics,Second,Supremo
WB025301,Shri Sukamal Basu,Indian Administrative Service,West Bengal,0,Graduate,Economics,First,Supremo
WB025302,Shri Asish K Pain,Indian Administrative Service,West Bengal,0,Graduate,Chemistry,Third,Supremo
WB025302,Shri Asish K Pain,Indian Administrative Service,West Bengal,2,P.G.,Chemistry,Second,Supremo
WB025303,Shri Pk Ganguly,Indian Administrative Service,West Bengal,0,Graduate,Commerce,Second,Supremo
WB025303,Shri Pk Ganguly,Indian Administrative Service,West Bengal,2,Graduate,Law,Second,Supremo
WB025303,Shri Pk Ganguly,Indian Administrative Service,West Bengal,4,P.G.,Economics,Second,Supremo
WB025400,Shri R Maputemjen Jamir,Indian Administrative Service,West Bengal,0,Graduate,English,Second,Supremo
WB025400,Shri R Maputemjen Jamir,Indian Administrative Service,West Bengal,2,P.G.,Political Sc.,Second,Supremo
WB025401,Shri K Dasgupta,Indian Administrative Service,West Bengal,0,Graduate,Economics,Second,Supremo
WB025401,Shri K Dasgupta,Indian Administrative Service,West Bengal,2,Graduate,Law,Second,Supremo
WB025401,Shri K Dasgupta,Indian Administrative Service,West Bengal,4,P.G.,Economics,Second,Supremo
AM014000,Shri Jayant M Mauskar,Indian Administrative Service,Assam Meghalya,0,Graduate,Physics,First,Supremo
AM014000,Shri Jayant M Mauskar,Indian Administrative Service,Assam Meghalya,2,P.G.,Physics,First,Supremo
AM014100,Dr. Surajit Mitra,Indian Administrative Service,Assam Meghalya,0,Graduate,Political Sc.,First,Supremo
AM014100,Dr. Surajit Mitra,Indian Administrative Service,Assam Meghalya,2,P.G.,Political Eco,First,Supremo
AM014100,Dr. Surajit Mitra,Indian Administrative Service,Assam Meghalya,4,Ph. D.,Economics,Grade 'A',Supremo
AP026013,Shri Gp Reddiah,Indian Administrative Service,Andhra Pradesh,0,Graduate,Economics,Ordinary,Supremo
AP026013,Shri Gp Reddiah,Indian Administrative Service,Andhra Pradesh,2,P.G.,English,Ordinary,Supremo
AP026017,Shri N V H Sastry,Indian Administrative Service,Andhra Pradesh,0,Graduate,Chemistry,Second,Supremo
AP026017,Shri N V H Sastry,Indian Administrative Service,Andhra Pradesh,2,Graduate,Law,Second,Supremo
AP026017,Shri N V H Sastry,Indian Administrative Service,Andhra Pradesh,4,P.G.,Public Admn,Second,Supremo
JH028500,Shri Alok Chandra Ranjan,Indian Administrative Service,Jharkhand,0,Graduate,Economics,First,Supremo
JH028500,Shri Alok Chandra Ranjan,Indian Administrative Service,Jharkhand,2,P.G.,History,First,Supremo
KL011500,Dr. C V Ananda Bose,Indian Administrative Service,Kerala,0,Graduate,English,Second,Supremo
KL011500,Dr. C V Ananda Bose,Indian Administrative Service,Kerala,2,P.G.,English,First,Supremo
KL011500,Dr. C V Ananda Bose,Indian Administrative Service,Kerala,4,Ph. D.,Housing and Environment,-,Supremo
KN020606,Shri P Nageswara Rao,Indian Administrative Service,Karnataka,0,Graduate,Commerce,Ordinary,Supremo
KN020606,Shri P Nageswara Rao,Indian Administrative Service,Karnataka,2,Graduate,Law,Ordinary,Supremo
KN020300,Ms. M Shamim Banu,Indian Administrative Service,Karnataka,0,Graduate,Zoology,Second,Supremo
KN020300,Ms. M Shamim Banu,Indian Administrative Service,Karnataka,2,P.G.,Psychology,First,Supremo
KN020400,Shri D Venkateswara Rao,Indian Administrative Service,Karnataka,0,Graduate,Chemistry,Second,Supremo
