ID,Name,Service,Cadre,Reference_Value,Designation,Level,Office,Organisation,Field_of_Experience,Category_of_Experience,Start_Date,End_Date,Source
AP005900,Shri Gr Nair,Indian Administrative Service,Andhra Pradesh,11,Secretary,Joint Secretary Equivalent,M/o Home Affairs,Centre,Personnel and General Administration,Personnel and General Administration,01/09/1972,01/12/1972,Supremo
AP005900,Shri Gr Nair,Indian Administrative Service,Andhra Pradesh,12,Director,Director,"M/o Personnel, Public Grievances & Pensions",Centre,Administrative Reforms,Personnel and General Administration,01/09/1969,01/10/1971,Supremo
AP005900,Shri Gr Nair,Indian Administrative Service,Andhra Pradesh,13,Deputy Secretary,Deputy Secretary,"M/o Personnel, Public Grievances & Pensions",Centre,Administrative Reforms,Personnel and General Administration,01/12/1966,01/09/1969,Supremo
AP005900,Shri Gr Nair,Indian Administrative Service,Andhra Pradesh,14,District Collector,Deputy Secretary,Kurnool,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/03/1965,01/06/1966,Supremo
AP005900,Shri Gr Nair,Indian Administrative Service,Andhra Pradesh,15,District Collector,Deputy Secretary,West Godavari,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/12/1963,01/03/1965,Supremo
AP005900,Shri Gr Nair,Indian Administrative Service,Andhra Pradesh,16,District Collector,Deputy Secretary,Krishna,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/10/1962,01/12/1963,Supremo
AP005900,Shri Gr Nair,Indian Administrative Service,Andhra Pradesh,17,Under Secy,Under Secretary,M/o Home Affairs,Centre,Home,Home,01/07/1959,01/08/1962,Supremo
AP005900,Shri Gr Nair,Indian Administrative Service,Andhra Pradesh,18,Settlement Officer,Under Secretary,,Cadre (AIS),Settlement,Land Revenue Mgmt & District Admn,01/07/1958,01/07/1959,Supremo
AP005900,Shri Gr Nair,Indian Administrative Service,Andhra Pradesh,19,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/08/1956,01/07/1958,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,0,Secretary,Secretary,M/o Mines,Centre,Mines,Mines & Minerals,01/02/1985,01/06/1989,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,1,DG,Additional Secretary Equivalent,M/o Transport,Centre,Shipping,Transport,01/06/1982,01/02/1985,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,2,Additional Secy,Additional Secretary,M/o Irrigation,Centre,Irrigation,Water Resources,01/11/1981,01/06/1982,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,3,Secretary,Additional Secretary,,Cadre (AIS),Forests,Environment & Forests,01/11/1979,01/10/1981,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,4,Secretary,Joint Secretary,,Cadre (AIS),Irrigation,Water Resources,01/12/1978,01/11/1979,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,5,Commissioner,Joint Secretary,,Cadre (AIS),Rehabilitation,Home,01/11/1977,01/12/1978,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,6,Chairman,Joint Secretary Equivalent,M/o Transport,Centre,Ports,Transport,01/05/1973,01/11/1977,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,7,Deputy Director General,Director Equivalent,M/o Information & Broadcasting,Centre,General Administration,Personnel and General Administration,01/11/1970,01/05/1973,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,8,Director,Director,,Cadre (AIS),Fisheries,Agriculture & Cooperation,01/04/1970,01/10/1970,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,9,Jt Secy,Director,,Cadre (AIS),Public Distribution,"Consumer Affairs, Food & PD",01/09/1969,01/04/1970,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,10,Director,Director,,Cadre (AIS),Public Relations,Information & Broadcasting,01/10/1968,01/09/1969,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,11,District Collector,Deputy Secretary,Kurnool,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/06/1967,01/10/1968,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,12,Deputy Secretary,Deputy Secretary,,Cadre (AIS),Panchayati Raj,Local Self Govt,01/07/1963,01/06/1967,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,13,District Collector,Under Secretary,Chittoor,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/08/1961,01/05/1963,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,14,Deputy Commissioner,Under Secretary,,Cadre (AIS),Revenue,Finance,01/04/1959,01/08/1961,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,15,Deputy Secretary,Under Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/05/1958,01/11/1958,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,16,Under Secy,Junior Scale,,Cadre (AIS),General Administration,Personnel and General Administration,01/08/1957,01/05/1958,Supremo
AP006000,Shri B K Rao,Indian Administrative Service,Andhra Pradesh,17,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/08/1956,01/12/1956,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,0,Chief Electoral Officer,Additional Secretary,,Cadre (AIS),Elections,Law and Justice,01/08/1988,01/03/1990,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,1,Commissioner,Additional Secretary,,Cadre (AIS),Area Development,Agriculture & Cooperation,01/10/1987,01/08/1988,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,2,Principal Secy,Additional Secretary,,Cadre (AIS),Planning,Planning & Prog Implementation,01/08/1987,01/10/1987,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,3,Principal Secy,Additional Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/11/1982,01/05/1987,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,4,Commissioner,Additional Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/10/1982,01/11/1982,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,5,Secretary,Additional Secretary,,Cadre (AIS),Health & Family Welfare,Health & Family Welfare,01/01/1982,01/07/1982,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,6,Secretary,Joint Secretary,,Cadre (AIS),Education,Human Resource Dev,01/12/1978,01/01/1982,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,7,Secretary,Joint Secretary,,Cadre (AIS),Irrigation,Water Resources,01/08/1975,01/12/1978,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,8,Secretary,Joint Secretary,,Cadre (AIS),Power,Energy,01/08/1975,01/12/1978,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,9,Secretary,Joint Secretary,,Cadre (AIS),Public Works,Public Works,01/05/1974,01/08/1975,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,10,Managing Director,Director Equivalent,,Cadre (AIS),Dairy,Agriculture & Cooperation,01/12/1973,01/05/1974,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,11,Jt Director,Joint Secretary Equivalent,D/o Personnel & Administrative Reforms,Centre,Personnel Training,Personnel and General Administration,01/09/1972,01/12/1973,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,12,Deputy Director,Director Equivalent,D/o Personnel & Administrative Reforms,Centre,Personnel Training,Personnel and General Administration,01/07/1968,01/09/1972,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,13,Director,Deputy Secretary,,Cadre (AIS),Civil Supplies,"Consumer Affairs, Food & PD",01/06/1963,01/07/1968,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,14,District Collector,Under Secretary,Cuddapah,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/04/1961,01/06/1963,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,15,Under Secy,Under Secretary,M/o Finance & Company Affairs,Centre,Finance,Finance,01/03/1958,01/03/1961,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,16,Under Secy,Junior Scale,,Cadre (AIS),General Administration,Personnel and General Administration,01/10/1957,01/03/1958,Supremo
AP006100,Shri Mg Krishnan,Indian Administrative Service,Andhra Pradesh,17,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/08/1956,01/09/1957,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,0,Commissioner,Additional Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/05/1987,01/07/1988,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,1,Principal Secy,Additional Secretary,,Cadre (AIS),Labour,Labour & Employment,01/10/1984,01/04/1987,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,2,Principal Secy,Additional Secretary,,Cadre (AIS),Finance,Finance,01/09/1984,01/10/1984,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,3,Chairman,Additional Secretary,,Cadre (AIS),Welfare,Social Justice & Empowerment,01/09/1984,01/10/1984,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,4,Principal Secy,Additional Secretary,,Cadre (AIS),Transport,Transport,01/01/1984,01/09/1984,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,5,Chairman & M D,Joint Secretary,,Cadre (AIS),Labour & Employment,Labour & Employment,01/07/1983,01/01/1984,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,6,Commissioner,Joint Secretary,,Cadre (AIS),Finance,Finance,01/06/1983,01/07/1983,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,7,Secretary,Joint Secretary,,Cadre (AIS),Health & Family Welfare,Health & Family Welfare,01/08/1982,01/06/1983,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,8,Commissioner,Joint Secretary,,Cadre (AIS),Labour & Employment,Labour & Employment,01/11/1981,01/08/1982,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,9,Vice Chairman & M D,Joint Secretary,,Cadre (AIS),Small Scale Industries,Industries,01/08/1981,01/11/1981,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,10,Spl Officer,Joint Secretary,,Cadre (AIS),Land Reforms,Land Revenue Mgmt & District Admn,01/04/1981,01/08/1981,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,11,Commissioner,Joint Secretary,,Cadre (AIS),Revenue,Finance,01/11/1979,01/04/1981,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,12,Managing Director,Joint Secretary,,Cadre (AIS),Corporate Management (New),Corporate Management (New),01/04/1976,01/11/1979,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,13,Managing Director,Joint Secretary,,Cadre (AIS),Heavy Industries,Industries,01/09/1975,01/04/1976,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,14,Vice Chairman & M D,Joint Secretary,,Cadre (AIS),Agro Industries,Industries,01/12/1974,01/09/1975,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,15,Chairman,Joint Secretary,,Cadre (AIS),Town & Country Planning,Urban Development,01/12/1973,01/12/1974,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,16,Commissioner,Joint Secretary,,Cadre (AIS),Labour,Labour & Employment,01/04/1972,01/12/1973,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,17,N.A.,Director,,Cadre (AIS),General Administration,Personnel and General Administration,01/01/1970,01/04/1972,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,18,Deputy Commissioner,Director,,Cadre (AIS),Public Distribution,"Consumer Affairs, Food & PD",01/02/1968,01/01/1970,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,19,Secretary,Deputy Secretary,,Cadre (AIS),Personnel Mgmt,Personnel and General Administration,01/03/1965,01/02/1968,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,20,Deputy Secretary,Deputy Secretary,,Cadre (AIS),Panchayati Raj,Local Self Govt,01/07/1964,01/03/1965,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,21,Jt Collector,Under Secretary,,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/01/1963,01/07/1964,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,22,N.A.,Under Secretary Equivalent,M/o Agriculture,Centre (Foreign Training),Agriculture,Agriculture & Cooperation,01/01/1962,01/12/1962,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,23,N.A.,Under Secretary,"M/o Consumer Affairs, Food & Public Distribution",Centre (Foreign Training),Public Distribution,"Consumer Affairs, Food & PD",01/12/1959,01/01/1962,Supremo
AP006500,Shri Ka Ansari,Indian Administrative Service,Andhra Pradesh,24,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/04/1955,01/12/1959,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,0,Secretary,Secretary,D/o Statistics,Centre,Statistics,Planning & Prog Implementation,01/07/1986,01/09/1988,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,1,Secretary,Secretary,D/o Personnel & Administrative Reforms,Centre,Personnel Mgmt,Personnel and General Administration,01/02/1985,01/07/1986,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,2,Director,Secretary Equivalent,D/o Personnel & Administrative Reforms,Centre,Personnel Training,Personnel and General Administration,01/02/1984,01/02/1985,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,3,Additional Secy,Additional Secretary,M/o Irrigation,Centre,Irrigation,Water Resources,01/10/1982,01/02/1984,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,4,Commissioner & Secy,Additional Secretary,,Cadre (AIS),Rural Development,Rural Dev,01/04/1981,01/10/1982,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,5,Commissioner & Secy,Additional Secretary,,Cadre (AIS),Panchayati Raj,Local Self Govt,01/04/1981,01/10/1982,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,6,Additional Member,Joint Secretary,,Cadre (AIS),Revenue,Finance,01/12/1980,01/04/1981,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,7,N.A.,Joint Secretary,,Cadre (AIS),Urban Develoment,Urban Development,01/07/1980,01/11/1980,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,8,Commissioner,Joint Secretary,,Cadre (AIS),Relief,Home,01/09/1979,01/07/1980,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,9,Jt Secy,Joint Secretary,M/o Commerce & Industry,Centre,Commerce,Commerce,01/05/1977,01/09/1979,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,10,N.A.,Joint Secretary Equivalent,M/o Commerce & Industry,Centre,Handicrafts Dev,Industries,01/01/1977,01/05/1977,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,11,Jt Secy,Joint Secretary,M/o Commerce & Industry,Centre,Commerce,Commerce,01/06/1974,01/01/1977,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,12,N.A.,Joint Secretary,,Cadre (AIS),Personnel Mgmt,Personnel and General Administration,01/05/1972,01/06/1974,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,13,Director,Director,,Cadre (AIS),Revenue Admn,Land Revenue Mgmt & District Admn,01/05/1970,01/05/1972,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,14,Zonal Director,Director Equivalent,M/o Home Affairs,Centre,SC,ST Welfare,01/01/1969,01/05/1970,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,15,District Collector,Deputy Secretary,,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/08/1967,01/01/1969,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,16,Settlement Officer,Deputy Secretary,,Cadre (AIS),Settlement,Land Revenue Mgmt & District Admn,01/10/1966,01/08/1967,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,17,Deputy Secretary,Deputy Secretary,M/o Defence,Centre,Defence,Defence,01/09/1963,01/09/1966,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,18,Under Secy,Under Secretary,M/o Defence,Centre,Defence,Defence,01/10/1962,01/03/1963,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,19,N.A.,Under Secretary,,Cadre (AIS),Local Self Govt,Local Self Govt,01/01/1962,01/10/1962,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,20,Director,Under Secretary,,Cadre (AIS),Statistics,Planning & Prog Implementation,01/10/1960,01/12/1961,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,21,N.A.,Under Secretary,,Cadre (AIS),Road Transport,Transport,01/05/1959,01/10/1960,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,22,Deputy Secretary,Under Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/04/1958,01/04/1959,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,23,Under Secy,Junior Scale,,Cadre (AIS),General Administration,Personnel and General Administration,01/06/1957,01/03/1958,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,24,Assistant Collector & A D M,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/04/1956,01/06/1957,Supremo
BH008800,Shri K Ramanujam,Indian Administrative Service,Bihar,25,N.A.,Junior Scale,,Cadre (AIS),Settlement,Land Revenue Mgmt & District Admn,01/11/1955,01/03/1956,Supremo
BH008900,Shri Ishwari Prasad,Indian Administrative Service,Bihar,0,Secretary,Secretary,M/o Parliamentary Affairs,Centre,Parliament,Parliamentary Affairs,01/02/1984,01/02/1988,Supremo
BH008900,Shri Ishwari Prasad,Indian Administrative Service,Bihar,1,Secretary,Additional Secretary Equivalent,M/o Parliamentary Affairs,Centre,Parliament,Parliamentary Affairs,01/02/1982,01/02/1984,Supremo
BH008900,Shri Ishwari Prasad,Indian Administrative Service,Bihar,2,N.A.,Joint Secretary,M/o Labour,Centre,Labour,Labour & Employment,01/09/1979,01/02/1982,Supremo
BH008900,Shri Ishwari Prasad,Indian Administrative Service,Bihar,3,Principal Secy,Joint Secretary,,Cadre (AIS),Personnel Mgmt,Personnel and General Administration,01/09/1977,01/09/1979,Supremo
