Item,Count
History|Philosophy-----Commerce,2
Mechanical-----Training,2
Euro.history-----Land Revenue Mgmt & District Admn,2
Dev Adm|English|History-----Land Revenue Mgmt & District Admn,2
Political Sc.|French|Sociology-----Personnel and General Administration,2
Medicine|Medicine|N.A.-----Health & Family Welfare,2
Political Sc.|English Lit-----Industries,2
Commerce|Indl. Finance-----Finance,2
Education|Physics|History-----Land Revenue Mgmt & District Admn,2
English Lit|Law|Economics|English Lit|Public Admn-----Land Revenue Mgmt & District Admn,2
Medicine|Medicine|N.A.-----Industries,2
English Lit|Law|Economics|English Lit|Public Admn-----Finance,2
English Lit|Law|Economics|English Lit|Public Admn-----Industries,2
Law|Mathematics|Statistics-----Rural Dev,2
Commerce|Indl. Finance-----Personnel and General Administration,2
History|Law|History|History-----Mines & Minerals,2
"Zoology|Business Admn.|Marine Biology-----Consumer Affairs, Food & PD",2
English|Law|Geography-----Personnel and General Administration,2
Commerce|Indl. Finance-----Land Revenue Mgmt & District Admn,2
History|History|Social Policy-----Human Resource Dev,2
English|Law|English-----Commerce,2
History|History|Social Policy-----Staff Officers,2
Geography|Geography|Geography-----Culture,2
Botany|French-----N.Applicable,2
Botany|French-----Rural Dev,2
"Public Admn|Chemistry|Political Sc.-----Consumer Affairs, Food & PD",2
Botany|French-----Land Revenue Mgmt & District Admn,2
Chemistry|Chemistry-----Petroleum & Natural Gas,2
Law|Sanskrit-----Urban Development,2
Statistics|Statistics-----Law & Justice,2
Statistics|Statistics-----Urban Development,2
Chinese|Chemistry|Chemistry-----Science & Technology,2
Chinese|Chemistry|Chemistry-----Social Justice & Empowerment,2
English|Law|English-----Tourism,2
Physics|Philosophy|Physics-----Land Revenue Mgmt & District Admn,2
Economics|Business Admn.-----Protocol,2
Public Admn|Physics|Physics|Intrnl Deve Policy-----Local Self Govt,2
Development Economics|History|History-----N.Applicable,2
History|Dev Adm|Political Sc.|N.A.-----Finance,2
Law|Political Sc.-----Service Commn,2
"English|Fincl Mgt|Social Sciences-----Consumer Affairs, Food & PD",2
English|Fincl Mgt|Social Sciences-----Finance,2
English|Fincl Mgt|Social Sciences-----Land Revenue Mgmt & District Admn,2
Political Sc.|Political Sc.-----Petroleum & Natural Gas,2
Sociology|Sociology-----Rural Dev,2
History|Dev Adm|Political Sc.|N.A.-----Science & Technology,2
Sociology|Sociology-----Energy,2
English|Psychology|Public Admn-----Human Resource Dev,2
Sociology|Sociology-----Personnel and General Administration,2
Public Admn|Physics|Physics|Intrnl Deve Policy-----Environment & Forests,2
Sociology|Sociology-----Labour & Employment,2
Sociology|Sociology-----Health & Family Welfare,2
History|Dev Adm|Political Sc.|N.A.-----Industries,2
Physics|Economics-----Social Justice & Empowerment,2
Port Plg & Managemt|History|Law|History|Management|Science-----Transport,2
Physics|Chemistry-----N.Applicable,2
English|English Lit|English Lit-----Energy,2
Port Plg & Managemt|History|Law|History|Management|Science-----Land Revenue Mgmt & District Admn,2
Political Sc.|Political Sc.|Science-----Personnel and General Administration,2
Political Sc.|Political Sc.|Science-----Agriculture & Cooperation,2
Euro.history-----Youth Affairs & Sports,2
Euro.history-----Personnel and General Administration,2
Management|Economics|Economics|Tourism-----Tourism,2
Economics|Economics|Public Policy-----Land Revenue Mgmt & District Admn,2
Physics|Chemistry-----Health & Family Welfare,2
Economics|Economics|Public Policy-----Agriculture & Cooperation,2
Biology|Law|Intnl.law-----Finance,2
Biology|Law|Intnl.law-----Social Justice & Empowerment,2
Biology|Law|Intnl.law-----Land Revenue Mgmt & District Admn,2
English|Divinity|English|History|Journalism|Divinity|English|History-----Land Revenue Mgmt & District Admn,2
Botany|Botany-----Commerce,2
Russian|Administrative Science|Environmental Science|Geology|Public Policy|Science-----Industries,2
Law|Philosophy-----Human Resource Dev,2
Mathematics|Hindi|Public Management-----Land Revenue Mgmt & District Admn,2
French|Fincl Mgt|Zoology|Zoology|Management-----Finance,2
Political Sc.|Public Admn-----Law & Justice,2
Mechanical|Prodn.Engg.|Public Management-----Land Revenue Mgmt & District Admn,2
French|Fincl Mgt|Zoology|Zoology|Management-----Land Revenue Mgmt & District Admn,2
Political Sc.|Public Admn-----Home,2
French|Fincl Mgt|Zoology|Zoology|Management-----Mines & Minerals,2
Mathematics|Physics-----Social Justice & Empowerment,2
Economics|Law|Political Sc.-----Law & Justice,2
Biology|Law|Intnl.law-----Rural Dev,2
English Lit|Public Admn-----Water Resources,2
Zoology-----Information & Broadcasting,2
Zoology-----Health & Family Welfare,2
English Lit|Public Admn-----Personnel and General Administration,2
Civil Engg|Public Management-----N.Applicable,2
Economics|Law|Mathematics|Public Admn-----Finance,2
Law|Philosophy-----Urban Development,2
French|Labour Legisln|Economics|Law|Economics|Law-----Urban Development,2
Economics|Economics|Public Admn|Social Sciences-----Land Revenue Mgmt & District Admn,2
Physics|Mathematics|Physics-----Mines & Minerals,2
English|Law|Development|English-----Human Resource Dev,2
English|Law|Development|English-----Finance,2
English Lit|Public Admn|Psychology-----Planning & Prog Implementation,2
French|Labour Legisln|Economics|Law|Economics|Law-----Labour & Employment,2
English Lit|History|Political Sc.-----Personnel and General Administration,2
Economics|Economics|Public Admn|Social Sciences-----Protocol,2
French|Labour Legisln|Economics|Law|Economics|Law-----Industries,2
Physics|Chemistry-----Commerce,2
English Lit|Political Sc.-----Information & Broadcasting,2
Mathematics|Physics-----Communications & Information Technology,2
English Lit|Political Sc.-----Labour & Employment,2
English Lit|Political Sc.-----Women & Child Dev,2
Zoology|Business Admn.|Marine Biology-----Finance,2
"French|Labour Legisln|Economics|Law|Economics|Law-----Consumer Affairs, Food & PD",2
Zoology|Business Admn.|Marine Biology-----Local Self Govt,2
Zoology|Business Admn.|Marine Biology-----Social Justice & Empowerment,2
Home Science|English-----Personnel and General Administration,2
German|Planning.|English|English|English-----Land Revenue Mgmt & District Admn,2
Law|Physics|Physics-----Social Justice & Empowerment,2
Mech.engg.-----Training,2
Economic Dev.|Taxation|Law|Mathematics-----Land Revenue Mgmt & District Admn,2
Economic Dev.|Taxation|Law|Mathematics-----Rural Dev,2
Pers.Mgt.|English|Political Sc.-----Industries,2
Computer Sc-----Public Administration,2
"Hindi-----Consumer Affairs, Food & PD",2
Physics|Mathematics|Physics-----Home,2
Hindi-----Transport,2
Hindi-----Law & Justice,2
Physics|Economics|Physics|Economics-----Industries,2
Economics|Philosophy-----Law & Justice,2
History|Sociology-----Planning & Prog Implementation,2
Engineeriing|Physics|Law-----Land Revenue Mgmt & District Admn,2
Law|Physics|Physics-----Home,2
Pers.Mgt.|English|Political Sc.-----Human Resource Dev,2
Electronics|Commn.Engg-----N.A.,2
French|Economics|Economics|Economics-----Land Revenue Mgmt & District Admn,2
Law|N.A.-----Human Resource Dev,2
Electrical Engg.|Economics-----N.Applicable,2
Surgery-----N.A.,2
Electrical Engg.|Economics-----Transport,2
English|N.A.|History-----Urban Development,2
English Lit|Geography-----Agriculture & Cooperation,2
English Lit|English Lit|Social Sciences-----Land Revenue Mgmt & District Admn,2
|Public Admn|Economics-----N.A.,2
Hindi|Dev Studies|English Lit-----Finance,2
English Lit|Political Sc.-----Youth Affairs & Sports,2
|Social Work-----N.A.,2
History|Sociology-----Social Justice & Empowerment,2
English Lit|Geography-----Personnel and General Administration,2
History|Sociology-----Rural Dev,2
|Comp. Sci.|-----N.A.,2
German|Planning.|English|English|English-----N.Applicable,2
|Mech. Engg.||Public Admn-----N.A.,2
App.Mathematics|Physics|Applied Eco.|Energy Planning-----Land Revenue Mgmt & District Admn,2
Political Sc.|Law|Political Sc.-----Science & Technology,2
English|N.A.-----Industries,2
Political Sc.|Law|Political Sc.-----Commerce,2
Mathematics|Economic Dev.|Mathematics-----Planning & Prog Implementation,2
|Animal Breeding-----N.A.,2
"Law|Mathematics|Botany-----Consumer Affairs, Food & PD",2
Law|Physics-----N.Applicable,2
Physics|Law|Physics-----Human Resource Dev,2
Economics|Development Economics|History-----N.Applicable,2
Economics|Development Economics|History-----Personnel and General Administration,2
Economics|Development Economics|History-----Tourism,2
Economics|Development Economics|History-----Human Resource Dev,2
Economics|Development Economics|History-----Land Revenue Mgmt & District Admn,2
History|Political Sc.-----,2
Political Sc.|Law|Political Sc.-----Rural Dev,2
History|Business Admn.|Economics|History-----Social Justice & Empowerment,2
Bio Chemistry|Bio Chemistry-----Urban Development,2
Civil Engg|Technology-----Personnel and General Administration,2
English Lit|Political Sc.-----Mines & Minerals,2
Bio Chemistry|Bio Chemistry-----Land Revenue Mgmt & District Admn,2
English Lit|Law-----Health & Family Welfare,2
Economics|Economic Dev.-----Personnel and General Administration,2
German|Planning.|English|English|English-----Environment & Forests,2
Civil Engg|Technology-----Land Revenue Mgmt & District Admn,2
Botany|English Lit-----Home,2
|||||Public Policy & Mgmt-----N.A.,2
Botany|English Lit-----Industries,2
Nursing-----N.A.,2
Indl.economics|Development Economics|Economics|Law-----Energy,2
Indl.economics|Development Economics|Economics|Law-----Industries,2
Civil Engg|Technology-----Social Justice & Empowerment,2
German|Planning.|English|English|English-----Culture,2
||Electrical Engg.-----N.A.,2
Mech.engg.-----ST Welfare,2
Geology|Sociology|Census-----Land Revenue Mgmt & District Admn,2
English|Political Sc.-----Textiles,2
Economics|Economic Dev.-----Land Revenue Mgmt & District Admn,2
Law|Sociology-----Land Revenue Mgmt & District Admn,2
History|Law|History|Political Sc.-----Home,2
History|Law|History|Political Sc.-----Industries,2
Economics|Law|Business Admn.|Law-----Home,2
History|English-----Agriculture & Cooperation,2
Law|Political Sc.|Political Sc.-----Local Self Govt,2
English Lit|Law-----Social Justice & Empowerment,2
||Political Sc.-----N.A.,2
Bio Chemistry|Bio Chemistry-----Corporate Management (New),2
English|English Lit-----ST Welfare,2
Economics|Law|Business Admn.|Law-----Commerce,2
Economics-----Communications & Information Technology,2
Botany|Botany-----Health & Family Welfare,2
Law|Sociology-----Finance,2
Economics|Law|Business Admn.|Law-----N.Applicable,2
Commerce|English Lit|English Lit-----Land Revenue Mgmt & District Admn,2
French|English|English-----N.Applicable,2
English|Law|Public Admn-----Labour & Employment,2
|Finance-----N.A.,2
Finance||Mech. Engg.-----N.A.,2
English|Law|English|Public Admn|Family Planning-----Finance,2
Geology|Sociology|Census-----Mines & Minerals,2
English Lit|Economics-----Social Justice & Empowerment,2
French|English|English-----Home,2
Economics|Law|Business Admn.|Law-----Industries,2
French|English|English-----Law & Justice,2
English|Economics-----Local Self Govt,2
History|History|Philosophy-----Land Revenue Mgmt & District Admn,2
Botany|Law|Social Sciences|Development Economics-----Finance,2
History|History|Philosophy-----Planning & Prog Implementation,2
Botany|Law|Social Sciences|Development Economics-----N.Applicable,2
German|Physics|Physics-----Protocol,2
History|History|Social Pol&planning -uk-----Personnel and General Administration,2
Economics|Economic Dev.-----Finance,2
Business Admn.|Civil Engg|Law-----Information & Broadcasting,2
Economics|Law|Political Sc.-----Urban Development,2
Electrical Engg.|Public Management-----Training,2
Statistics|Statistics-----Home,2
English|Public Admn-----Social Justice & Empowerment,2
Geology|English Lit-----Corporate Management (New),2
Electrical Engg.|Public Management-----Rural Dev,2
Public Admn|Ancient History|Ancient History-----N.Applicable,2
Commerce|English Lit|English Lit-----Finance,2
Chemistry|Chemistry|Management-----Home,2
History|Economics|English Lit|Public Finance-----Land Revenue Mgmt & District Admn,2
Physics|Physics|Economics-----Water Resources,2
Physics|Physics|Economics-----Women & Child Dev,2
Public Admn|Ancient History|Ancient History-----Land Revenue Mgmt & District Admn,2
Law|Political Sc.|Political Sc.-----Service Commn,2
Economics|Sanskrit-----Industries,2
Physics|Physics|Economics-----Defence,2
History|History|Social Pol&planning -uk-----Health & Family Welfare,2
Zoology|Chemistry-----Land Revenue Mgmt & District Admn,2
History|History|Social Pol&planning -uk-----N.Applicable,2
Geology|English Lit-----Land Revenue Mgmt & District Admn,2
Mechanical|International Business-----Land Revenue Mgmt & District Admn,2
Rural Dev|Political Sc.|Political Sc.-----Urban Development,2
Economics|Mathematics|Economics-----Planning & Prog Implementation,2
Rural Dev|Political Sc.|Political Sc.-----N.Applicable,2
Business Admn.|Russian|Economics|Economics|Economics-----Land Revenue Mgmt & District Admn,2
Physics|Physics|Economics-----Personnel and General Administration,2
Botany|Botany-----Textiles,2
Labour Laws|Political Sc.|Political Sc.|Rur Social Dev|Poverty Alleviation-----Land Revenue Mgmt & District Admn,2
Physics (hons)|Physics|Physics|Public Management-----Land Revenue Mgmt & District Admn,2
Physics|English|Physics-----Land Revenue Mgmt & District Admn,2
Management|Public Management-----Land Revenue Mgmt & District Admn,2
Botany|Indl.orgn.|Political Sc.-----N.Applicable,2
Zoology|Psychology-----Urban Development,2
Economics|Law|Defence Studies|Economics|Political Eco|Economics-----Land Revenue Mgmt & District Admn,2
English Lit|History|Mathematics-----Agriculture & Cooperation,2
English|Public Admn-----Tourism,2
Zoology|Psychology-----Land Revenue Mgmt & District Admn,2
English|English|Public Admn-----Energy,2
Chemistry|Zoology-----Tourism,2
Mechanical-----Agriculture & Cooperation,2
Mathematics|Sociology-----Commerce,2
Physics|Political Sc.-----Planning & Prog Implementation,2
English|Law|English Lit-----Home,2
History|History|Management-----Land Revenue Mgmt & District Admn,2
Law|Physics|Mathematics-----Land Revenue Mgmt & District Admn,2
Indl Engg.|Electrical Engg.-----Land Revenue Mgmt & District Admn,2
Indl Engg.|Electrical Engg.-----Industries,2
Physics|Business Admn.|Physics|Physics-----Personnel and General Administration,2
Physics|Business Admn.|Physics|Physics-----Urban Development,2
History|History|Public Admn-----Energy,2
"Cooperation|Agriculture|Agriculture-----Consumer Affairs, Food & PD",2
History|History|Management-----Transport,2
English|Law|English Lit-----Finance,2
Urban Planning|Geography|Defence Studies|Geography-----Defence,2
Law|History-----Urban Development,2
Social Work|Human Res Mngmt|Public Management-----Land Revenue Mgmt & District Admn,2
