Item,Count,Field,Subject
,3,Land Revenue Mgmt & District Admn,Physics|Energy Studies
,3,Personnel and General Administration,Business Admn.
,3,N.Applicable,Physics|Energy Studies
,3,Personnel and General Administration,Business Mgt
,3,Land Revenue Mgmt & District Admn,Mech.engg.|N.A.|Business Admn.
,3,Personnel and General Administration,Medicine|Economics
,3,Land Revenue Mgmt & District Admn,Law|Hindi|Sociology
,3,Tourism,History|Political Sc.
,3,N.Applicable,Law|Botany
,3,Land Revenue Mgmt & District Admn,Law|Botany
,3,Land Revenue Mgmt & District Admn,Philosophy|Hindi
,3,Law & Justice,English|Finance
,3,N.Applicable,English|Finance
,3,Personnel and General Administration,Philosophy|Hindi
,3,Personnel and General Administration,Economics|Law|Human Res.mgt
,3,Rural Dev,Agriculture|Business Mgt
,3,Land Revenue Mgmt & District Admn,International Dev|Silviculture|Forestry
,3,Land Revenue Mgmt & District Admn,Economics|Social Studies|Sociology
,3,Personnel and General Administration,English|Applied Eco.
,3,Local Self Govt,English|Applied Eco.
,3,Land Revenue Mgmt & District Admn,English|Applied Eco.
,3,N.Applicable,Electrical Engg.|Energy Planning
,3,Finance,Psychology|History
,3,Land Revenue Mgmt & District Admn,Animal Husby|Veterinary Sc.
,3,Environment & Forests,Law|Statistics|Mathematics
,3,Law & Justice,Geography|English|Chinese
,3,ST Welfare,Chemistry
,3,Transport,Sociology|Political Sc.
,3,Industries,Botany|Political Sc.
,3,Personnel and General Administration,Zoology|Law|Agrl.Economics|Chemistry
,3,Transport,Law|Physics|Political Sc.
,3,Land Revenue Mgmt & District Admn,German|Public Admn|Physics
,3,Planning & Prog Implementation,German|Mathematics
,3,Planning & Prog Implementation,Public Admn|History
,3,Agriculture & Cooperation,Economics|English Lit|Mathematics
,3,Land Revenue Mgmt & District Admn,Social Sciences|Public Admn|Law|Political Sc.|History
,3,Labour & Employment,Geology
,3,Agriculture & Cooperation,Public Admn|Social Sciences|Physics|Mathematics
,3,Protocol,Economics|English
,3,Textiles,Indus Relations|Economics
,3,Land Revenue Mgmt & District Admn,Manpower Plg|Mathematics
,3,Home,Indus Relations|Economics
,3,Personnel and General Administration,Economics|Law|Management|Political Sc.
,3,Industries,Cooperation|Commerce|Sociology
,3,Parliamentary Affairs,Political Sc.
,3,Energy,Economics|Public Admn
,3,Human Resource Dev,English|Mathematics
,3,Mines & Minerals,English|English Lit
,3,Finance,German|Mathematics
,3,Transport,Physics|Mathematics
,3,Urban Development,French|Sociology|System Mgt|Dev Adm|Anthropology
,3,Land Revenue Mgmt & District Admn,Economics|English Lit|History
,3,Tourism,Public Admn|English
,3,Mines & Minerals,Intnl.affairs|History|Political Sc.
,3,Personnel and General Administration,Economics|Dev Adm|English Lit|Law
,3,Commerce,Philosophy|History
,3,N.Applicable,Law|Mathematics|Intnl Trade.
,3,Finance,Economics|Commerce|Law
,3,Mines & Minerals,Economics|History
,3,Environment & Forests,Engineeriing
,3,Social Justice & Empowerment,Public Admn|English Lit|History
,3,Land Revenue Mgmt & District Admn,Botany|Political Sc.
,3,Corporate Management (New),Law|Commerce
,3,Industries,Economics|Public Admn|Political Sc.
,3,Home,English|Mathematics
,3,Industries,Economics|Social Planning
,3,Finance,Public Admn|Civil Engg
,3,Land Revenue Mgmt & District Admn,Mech.engg.|Public Admn|English
,3,Industries,German|History
,3,Social Justice & Empowerment,Public Admn|History
,3,Energy,Social Sciences|English
,3,Labour & Employment,Physics|Mathematics
,3,Finance,Economics|Dev Adm|English Lit|Law
,3,Social Justice & Empowerment,Marketing Mgt|Political Sc.
,3,"Consumer Affairs, Food & PD",French|Geography|English
,3,Finance,German|Development Economics|Civil Engg|Physics
,3,Land Revenue Mgmt & District Admn,Public Admn|Social Sciences|Physics|Mathematics
,3,Finance,Economics|Trade|History
,3,Industries,Social Sciences|Law|Management|Physics
,3,Local Self Govt,Mathematics|Physics
,3,Labour & Employment,Economics|English Lit
,3,Energy,Nuclear Physics|Physics
,3,Land Revenue Mgmt & District Admn,Management|History|Political Sc.
,3,Home,English|Management|Physics
,3,Culture,Law|History
,3,Water Resources,Law|English Lit
,3,Energy,Development Economics|Physics
,3,Law & Justice,English|History
,3,N.Applicable,Public Admn|English Lit|History
,3,Labour & Employment,Education Plg.|Sociology|Political Sc.
,3,Mines & Minerals,English Lit
,3,Personnel and General Administration,English|Management|Physics
,3,Human Resource Dev,Economics|Law|History
,3,Corporate Management (New),Constl.law|Economics
,3,Land Revenue Mgmt & District Admn,French|English Lit
,3,Water Resources,Physics|Mathematics
,3,Human Resource Dev,Law|Mathematics
,3,Industries,Law|English|Mathematics
,3,Social Justice & Empowerment,Psychology|Mathematics
,3,Culture,Mathematics|Physics
,3,Energy,Philosophy
,3,Mines & Minerals,Economics|English Lit|History
,3,Commerce,Cooperation|App.Mathematics|Law|Mathematics
,3,Planning & Prog Implementation,German|Chemistry
,3,Commerce,English|History
,3,Home,Philosophy|History
,3,Personnel and General Administration,Philosophy|Law
,3,Transport,Geology
,3,Finance,Law|Public Admn|Dev Adm|Mathematics
,3,Home,French|Electronic.dp|Economics
,3,Land Revenue Mgmt & District Admn,French|Physics|Italian
,3,Home,Economics|Social Planning|Law
,3,Land Revenue Mgmt & District Admn,Sociology|Mathematics
,3,Commerce,Law|Physics|Business Admn.
,3,Personnel and General Administration,English|Law|Dev Adm|Economics
,3,N.Applicable,Cooperation|Commerce|Sociology
,3,Industries,Economics|Geology
,3,Health & Family Welfare,Economics|English Lit
,3,Finance,German|Economics
,3,Land Revenue Mgmt & District Admn,Economics|Geology
,3,Culture,Marketing Mgt|Political Sc.
,3,Protocol,Chemistry
,3,Youth Affairs & Sports,Mathematics
,3,Energy,Economics|Physics
,3,Personnel and General Administration,Economics|Dev Adm
,3,Information & Broadcasting,Law|English|Mathematics
,3,Human Resource Dev,Law|Public Admn|Commerce
,3,Home,Law|History|Chemistry
,3,Transport,English|History
,3,"Consumer Affairs, Food & PD",Public Admn|Chemistry
,3,Commerce,History|Physics
,3,Water Resources,History|Physics
,3,Public Works,Law|History
,3,Urban Development,Law|English|Political Sc.
,3,Industries,History|Hindi
,3,Land Revenue Mgmt & District Admn,Psychology|Political Sc.
,3,Finance,Public Admn|Chemistry
,3,Personnel and General Administration,Social Sciences|Physics
,3,Finance,Law|History|Chemistry
,3,Home,Law|English|Political Sc.
,3,Water Resources,Music|Physics
,3,Land Revenue Mgmt & District Admn,French|Physics|Mathematics
,3,Commerce,Intnl Trade.|Physics|Business Admn.
,3,Mines & Minerals,Economics|Physics
,3,Energy,Economics|Development Economics
,3,Land Revenue Mgmt & District Admn,Law|English|Hindi
,3,Personnel and General Administration,Statistics|Commerce
,3,Planning & Prog Implementation,Economics|Commerce
,3,Agriculture & Cooperation,Economics|Dev Adm
,3,Finance,Mathematics|Physics|Hindi
,3,Public Works,Mech.engg.
,3,Land Revenue Mgmt & District Admn,Mathematics|Political Sc.
,3,Health & Family Welfare,Mathematics|Physics|Hindi
,3,Land Revenue Mgmt & District Admn,Social Sciences|Law|English Lit|Persian
,3,Agriculture & Cooperation,Hindi|Chemistry
,3,Personnel and General Administration,Law|Public Admn|Commerce
,3,Land Revenue Mgmt & District Admn,German|History
,3,Personnel and General Administration,Economics|Pure Math.
,3,Agriculture & Cooperation,Law|English|Mathematics
,3,Land Revenue Mgmt & District Admn,Economic Dev.|Commerce|Mathematics
,3,Local Self Govt,Philosophy
,3,Corporate Management (New),Economics|History
,3,Land Revenue Mgmt & District Admn,English Lit|Urban Planning
,3,"Consumer Affairs, Food & PD",Statistics
,3,Agriculture & Cooperation,Social Sciences|Public Admn|Law|Political Sc.|History
,3,Planning & Prog Implementation,Economics|Dev Adm
,3,Land Revenue Mgmt & District Admn,Law|History|Chemistry
,3,Land Revenue Mgmt & District Admn,Economics|Political Sc.|Development Economics
,3,Finance,Planning.|Economics|Dev Adm|Statistics
,3,Finance,English Lit|Urban Planning
,3,Urban Development,Statistics
,3,Agriculture & Cooperation,Geology|English Lit
,3,Personnel and General Administration,Public Admn|Physics|Business Admn.
,3,Planning & Prog Implementation,Economics|English|Hindi
,3,Petroleum & Natural Gas,Chemistry
,3,Agriculture & Cooperation,Management|Veterinary Sc.
,3,Personnel and General Administration,Law|English|History
,3,Land Revenue Mgmt & District Admn,Political Sc.|Law|Chemistry
,3,Industries,Sociology|Political Sc.
,3,Health & Family Welfare,French|Mathematics|Physics|Russian
,3,Land Revenue Mgmt & District Admn,Civil Engg|Physics|Business Admn.
,3,Finance,Physics|Political Sc.
,3,Finance,Intnl.affairs|Economics|Law
,3,Finance,Sociology|Political Sc.
,3,Environment & Forests,Economics|Public Admn
,3,Urban Development,Epidemiology|Economics
,3,Agriculture & Cooperation,German|Chemistry
,3,Industries,Economics|Public Admn|Law
,3,Land Revenue Mgmt & District Admn,Law|Public Admn|Botany
,3,Industries,Hindi
,3,Land Revenue Mgmt & District Admn,Economics|History|Development Economics
,3,N.Applicable,Economics|History|Development Economics
,3,Home,Geology|Chemistry
,3,Agriculture & Cooperation,Economics|Trade|History
,3,Personnel and General Administration,French|Law|English Lit
,3,Urban Development,Economics|Mathematics
,3,Textiles,Economics|English Lit
,3,Public Works,Law|Mathematics
,3,"Consumer Affairs, Food & PD",History|Chemistry
,3,Industries,Metallurgy Engg
,3,Environment & Forests,Law|History
,3,Planning & Prog Implementation,Statistics
,3,Environment & Forests,History|Ecology
,3,Local Self Govt,English|History
,3,Information & Broadcasting,History|Political Sc.
,3,Human Resource Dev,Philosophy|History
,3,Land Revenue Mgmt & District Admn,Economics|Law|Electrical Engg.|Mathematics
,3,Agriculture & Cooperation,Economics|Economic Dev.
,3,Personnel and General Administration,Political Sc.|Law|Chemistry
,3,Agriculture & Cooperation,Philosophy|Political Sc.
,3,Finance,Economics|Public Admn|Social Sciences|Civil Engg
,3,Public Works,Economics|English
,3,Law & Justice,Economics|English
,3,Agriculture & Cooperation,Geology|System Analysis|Business Admn.
,3,Home,Law|English|History
,3,Health & Family Welfare,Engineeriing
,3,Personnel and General Administration,French|Dev Adm|Hindi|Political Sc.
,3,Personnel and General Administration,Zoology|Geology
,3,Health & Family Welfare,Physics|Chemistry
,3,Protocol,Economics|Physics
,3,Land Revenue Mgmt & District Admn,French|Statistics|Physics
,3,Social Justice & Empowerment,Economics|Bengali
,3,"Consumer Affairs, Food & PD",English Lit|Food Technology|Political Sc.|Russian
,3,Environment & Forests,Philosophy
,3,Urban Development,Statistics|Physics
,3,Agriculture & Cooperation,Economics|English|Agriculture|Labour
,3,Law & Justice,Economics|Development Economics
,3,Industries,Economics|Social Work
,3,N.Applicable,Public Policy|English|English Lit|Political Sc.
,3,Energy,Economics|Law|Political Sc.
,3,Industries,Commerce|Cost Acct|Textile Engg.
,3,Finance,"English|Demography,"
,3,Law & Justice,Banking|Law|Economics
,3,Urban Development,English Lit|Mathematics
,3,Personnel and General Administration,Horticulture|Agriculture
,3,Commerce,History|Political Sc.
,3,Transport,Economics|Commerce
,3,Industries,Banking|Law|Economics
,3,Home,Economics|Law|Political Sc.
,3,Finance,Public Admn|Mathematics|Chemistry
,3,Industries,Economics|Law|Political Sc.
,3,Land Revenue Mgmt & District Admn,English Lit|Law|Management
,3,Planning & Prog Implementation,History|Political Sc.
,3,Rural Dev,English|Education
,3,Science & Technology,Mathematics|Physics
,3,Commerce,Geography
,3,Information & Broadcasting,Political Sc.|Business Admn.
,3,Textiles,Law|History
,3,Land Revenue Mgmt & District Admn,Public Admn|Fiscal Studies|Political Sc.
,3,N.Applicable,Public Admn|Commerce|Business Admn.
,3,Home,Psychology|Mathematics
,3,Urban Development,Economics|Law|Political Sc.
,3,Mines & Minerals,Law|History
,3,Finance,Economics|Social Work
,3,Commerce,Economics|Law|Political Sc.
,3,Land Revenue Mgmt & District Admn,Economics|Political Sc.|Modern Ind.Hist
,3,Energy,Geography
,3,Corporate Management (New),Development Economics|Physical Chem|Chemistry
,3,Agriculture & Cooperation,Philosophy|English Lit
,3,Planning & Prog Implementation,Economics|Statistics
,3,Information & Broadcasting,Law|Physics
,3,Energy,Indl.mgt|Nuclear Physics|Energy Planning|Physics
,3,N.Applicable,Metallurgy Engg
,3,Water Resources,English Lit|History
,3,Urban Development,Philosophy|English Lit
,3,Finance,Commerce|Company Mgt.
,3,Energy,Economics|English
,3,Home,German|English
,3,Personnel and General Administration,Economics|English|Auditing
,3,Science & Technology,Economics|English Lit
,3,Protocol,Law|Physics
,3,Planning & Prog Implementation,Economics|Development Economics
,3,Personnel and General Administration,Sanskrit
,3,Personnel and General Administration,Geography|English Lit
,3,Industries,Ancient History|Mathematics
,3,Finance,Economics|Geology|Physics
,3,Personnel and General Administration,Public Admn|Law|History
,3,Finance,Statistics|Physics
,3,Planning & Prog Implementation,Zoology
,3,Water Resources,Economics|Commerce
,3,Home,Public Admn|Law|History
,3,Land Revenue Mgmt & District Admn,Commerce|Cost Acct|Textile Engg.
,3,Finance,Law|English Lit|Political Sc.
,3,Industries,History|Chemistry
,3,Transport,Public Admn|Political Sc.
,3,Personnel and General Administration,Law|English Lit|Political Sc.
,3,Health & Family Welfare,Economics|History|Fine Arts
,3,Environment & Forests,Economics|Commerce
,3,Land Revenue Mgmt & District Admn,Economics|Social Work
,3,Home,Philosophy|Public Admn|English
,3,Planning & Prog Implementation,English Lit|Mathematics
,3,Industries,Economics|Social Planning|Law
,3,Rural Dev,Sociology|History
,3,Personnel and General Administration,Public Admn|Law|Physics
,3,Finance,Economics|Indl.economics|Development Economics
,3,Agriculture & Cooperation,Law|English Lit|Political Sc.
,3,Law & Justice,Economics|Law|History
,3,Health & Family Welfare,Mech.engg.|Metallurgy
,3,Urban Development,Metallurgy Engg
,3,N.Applicable,Economics|Public Admn|Political Sc.
,3,Environment & Forests,Geography
,3,Mines & Minerals,Chemistry
,3,Planning & Prog Implementation,Philosophy|Law
,3,Agriculture & Cooperation,German|Physics
,3,Personnel and General Administration,Mathematics|Pure Math.
,3,Transport,Economics|Law|Management
,3,Land Revenue Mgmt & District Admn,English Lit|Chemistry
,3,Finance,Social Sciences|Public Admn|English Lit
,3,Labour & Employment,Economics|Hindi
,3,Information & Broadcasting,English Lit|Mathematics
,3,Energy,Physics|Mathematics
,3,Law & Justice,Zoology|English Lit
,3,Women & Child Dev,English Lit|Chemistry
,3,Planning & Prog Implementation,Law|Chemistry
,3,Textiles,Economics|Law
,3,Industries,Electrical Engg.|Mathematics
,3,Protocol,Mech.engg.
,3,N.Applicable,Economics|Social Sciences
,3,Water Resources,Law|Physics
,3,Agriculture & Cooperation,Accountancy
,3,Planning & Prog Implementation,Economics|Rural Economics|Political Sc.
,3,Personnel and General Administration,Philosophy|English
,3,Industries,Economics|Geology|Physics
,3,Finance,Public Admn|English|English Lit
,3,Labour & Employment,Philosophy|English|Hindi
,3,Communications & Information Technology,Mathematics
,3,Corporate Management (New),Public Admn|Physics
,3,Law & Justice,Economics|Law|Political Sc.
,3,Home,Accountancy
,3,Personnel and General Administration,History|Social Sciences|Hindi
,3,Industries,Economics|Economic Dev.
,3,Land Revenue Mgmt & District Admn,Physics|Pure Math.
,3,Social Justice & Empowerment,Economics|Social Sciences
,3,Corporate Management (New),Mathematics
,3,Urban Development,Zoology|Law|Political Sc.
,3,Finance,Botany|English Lit
,3,Land Revenue Mgmt & District Admn,History|Geology|Physics
,3,Industries,English|Dev Studies
,3,Textiles,German|Physics
,3,Urban Development,Commerce|Business Admn.
,3,N.Applicable,Public Admn|Law|History
,3,Planning & Prog Implementation,Commerce|Business Admn.
,3,Urban Development,Mathematics|Business Admn.
,3,Agriculture & Cooperation,German|Philosophy
,3,Science & Technology,Physics|Chemistry
,3,Personnel and General Administration,Economics|Statistics
,3,Mines & Minerals,Law|Mining.Engg.|Business Admn.
,3,Finance,Mech.engg.|Public Admn|English
,3,Social Justice & Empowerment,Philosophy|English
,3,Finance,Public Admn|Fiscal Studies|Political Sc.
,3,Finance,Statistics|Mathematics
,3,Urban Development,Philosophy|Law
,3,Energy,Agriculture
,3,Home,Philosophy|English Lit
,3,Law & Justice,Mathematics|Physics
,3,Land Revenue Mgmt & District Admn,Zoology|Law|Agrl.Economics|Chemistry
,3,Planning & Prog Implementation,Economics|Public Admn|Political Sc.
,3,Energy,History|Political Sc.
,3,Land Revenue Mgmt & District Admn,Law|English Lit|Pers.Mgt.
,3,Agriculture & Cooperation,Public Admn|Physics|Agrl.Economics
,3,Agriculture & Cooperation,Physics|Public Admn|Mathematics|Indl.dev.
,3,Local Self Govt,History|Political Sc.
,3,Culture,Zoology
,3,Energy,Public Admn|Physics
,3,Corporate Management (New),English|Mathematics
,2,Finance,Economics|Finance|Physics|Physics (hons)
,2,Urban Development,Law|Political Sc.|Politics (Int. Studies)
,2,Industries,Mech.engg.|Economics|Electrical Engg.
